point_index,timestamp_ms,plan_pos_0,plan_pos_1,plan_pos_2,plan_pos_3,plan_pos_4,plan_pos_5,actual_pos_0,actual_pos_1,actual_pos_2,actual_pos_3,actual_pos_4,actual_pos_5,current_0,current_1,current_2,current_3,current_4,current_5
85,1743582125768,4.252222,-3.105556,3.225000,4.252222,4.252222,8.600000,0.167000,-0.050000,0.049000,0.131000,0.116000,0.205000,230.000000,-2380.000000,-600.000000,87.000000,-156.000000,188.000000
88,1743582125775,4.400556,-3.213889,3.337500,4.400556,4.400556,8.900000,0.190000,-0.061000,0.059000,0.171000,0.124000,0.227000,203.000000,-2378.000000,-497.000000,-184.000000,-140.000000,201.000000
90,1743582125779,4.499444,-3.286111,3.412500,4.499444,4.499444,9.100000,0.190000,-0.061000,0.059000,0.171000,0.124000,0.227000,203.000000,-2378.000000,-497.000000,-184.000000,-140.000000,201.000000
92,1743582125784,4.598333,-3.358333,3.487500,4.598333,4.598333,9.300000,0.221000,-0.083000,0.075000,0.247000,0.155000,0.296000,11.000000,-2394.000000,-438.000000,-739.000000,-133.000000,290.000000
95,1743582125789,4.746666,-3.466667,3.600000,4.746666,4.746666,9.600000,0.229000,-0.090000,0.081000,0.281000,0.159000,0.308000,122.000000,-2371.000000,-406.000000,-395.000000,-123.000000,287.000000
97,1743582125795,4.845556,-3.538889,3.675000,4.845556,4.845556,9.800000,0.241000,-0.104000,0.093000,0.310000,0.181000,0.362000,320.000000,-2457.000000,-375.000000,-344.000000,-85.000000,294.000000
100,1743582125800,4.993889,-3.647222,3.787500,4.993889,4.993889,10.100000,0.255000,-0.115000,0.101000,0.326000,0.199000,0.418000,325.000000,-2476.000000,-380.000000,-193.000000,-14.000000,67.000000
102,1743582125805,5.092778,-3.719445,3.862500,5.092778,5.092778,10.300000,0.271000,-0.130000,0.120000,0.344000,0.211000,0.469000,147.000000,-2450.000000,-370.000000,98.000000,84.000000,130.000000
105,1743582125811,5.241111,-3.827778,3.975000,5.241111,5.241111,10.600000,0.287000,-0.144000,0.136000,0.358000,0.225000,0.521000,257.000000,-2477.000000,-280.000000,236.000000,190.000000,252.000000
107,1743582125815,5.340000,-3.900000,4.050000,5.340000,5.340000,10.800000,0.303000,-0.159000,0.151000,0.370000,0.241000,0.576000,279.000000,-2526.000000,-245.000000,349.000000,201.000000,322.000000
109,1743582125821,5.438889,-3.972222,4.125000,5.438889,5.438889,11.000000,0.325000,-0.178000,0.173000,0.384000,0.249000,0.605000,266.000000,-2517.000000,-309.000000,513.000000,240.000000,402.000000
112,1743582125826,5.587222,-4.080555,4.237500,5.587222,5.587222,11.300000,0.341000,-0.195000,0.190000,0.390000,0.273000,0.677000,272.000000,-2465.000000,-446.000000,564.000000,250.000000,347.000000
113,1743582125830,5.636667,-4.116667,4.275000,5.636667,5.636667,11.400000,0.341000,-0.195000,0.190000,0.390000,0.273000,0.677000,272.000000,-2465.000000,-446.000000,564.000000,250.000000,347.000000
116,1743582125835,5.785000,-4.225000,4.387500,5.785000,5.785000,11.700000,0.384000,-0.233000,0.233000,0.428000,0.313000,0.790000,168.000000,-2592.000000,-328.000000,735.000000,184.000000,247.000000
118,1743582125840,5.883889,-4.297222,4.462500,5.883889,5.883889,11.900000,0.405000,-0.251000,0.255000,0.443000,0.339000,0.856000,86.000000,-2574.000000,-591.000000,728.000000,133.000000,344.000000
120,1743582125845,5.982778,-4.369444,4.537500,5.982778,5.982778,12.100000,0.416000,-0.263000,0.272000,0.453000,0.365000,0.918000,343.000000,-2546.000000,-598.000000,772.000000,121.000000,225.000000
124,1743582125852,6.180555,-4.513889,4.687500,6.180555,6.180555,12.500000,0.443000,-0.288000,0.298000,0.473000,0.381000,0.966000,266.000000,-2697.000000,-342.000000,921.000000,36.000000,225.000000
126,1743582125857,6.279444,-4.586111,4.762500,6.279444,6.279444,12.700000,0.443000,-0.288000,0.298000,0.473000,0.381000,0.966000,266.000000,-2697.000000,-342.000000,921.000000,36.000000,225.000000
128,1743582125861,6.378334,-4.658333,4.837500,6.378334,6.378334,12.900000,0.480000,-0.326000,0.343000,0.526000,0.449000,1.120000,293.000000,-2670.000000,-516.000000,588.000000,66.000000,363.000000
130,1743582125866,6.477222,-4.730556,4.912500,6.477222,6.477222,13.100000,0.497000,-0.347000,0.370000,0.558000,0.472000,1.194000,334.000000,-2597.000000,-606.000000,423.000000,62.000000,303.000000
133,1743582125871,6.625556,-4.838889,5.025000,6.625556,6.625556,13.400000,0.506000,-0.362000,0.387000,0.582000,0.523000,1.300000,232.000000,-2468.000000,-687.000000,261.000000,-59.000000,263.000000
135,1743582125877,6.724444,-4.911111,5.100000,6.724444,6.724444,13.600000,0.545000,-0.396000,0.427000,0.660000,0.565000,1.378000,380.000000,-2596.000000,-851.000000,-449.000000,-41.000000,276.000000
137,1743582125881,6.823333,-4.983333,5.175000,6.823333,6.823333,13.800000,0.545000,-0.396000,0.427000,0.660000,0.565000,1.378000,380.000000,-2596.000000,-851.000000,-449.000000,-41.000000,276.000000
140,1743582125887,6.971667,-5.091667,5.287500,6.971667,6.971667,14.100000,0.609000,-0.440000,0.482000,0.738000,0.638000,1.524000,264.000000,-2599.000000,-1042.000000,-340.000000,87.000000,393.000000
142,1743582125891,7.070556,-5.163889,5.362500,7.070556,7.070556,14.300000,0.609000,-0.440000,0.482000,0.738000,0.638000,1.524000,264.000000,-2599.000000,-1042.000000,-340.000000,87.000000,393.000000
145,1743582125897,7.218889,-5.272222,5.475000,7.218889,7.218889,14.600000,0.668000,-0.482000,0.523000,0.792000,0.667000,1.605000,269.000000,-2585.000000,-630.000000,144.000000,65.000000,321.000000
148,1743582125903,7.367222,-5.380556,5.587500,7.367222,7.367222,14.900000,0.712000,-0.510000,0.552000,0.800000,0.703000,1.686000,238.000000,-2633.000000,-586.000000,314.000000,346.000000,307.000000
150,1743582125908,7.466111,-5.452778,5.662500,7.466111,7.466111,15.100000,0.736000,-0.528000,0.568000,0.836000,0.749000,1.790000,157.000000,-2596.000000,-333.000000,725.000000,169.000000,221.000000
152,1743582125913,7.565000,-5.525000,5.737500,7.565000,7.565000,15.300000,0.837000,-0.598000,0.634000,0.900000,0.822000,1.955000,329.000000,-2483.000000,-319.000000,938.000000,10.000000,415.000000
155,1743582125918,7.713333,-5.633333,5.850000,7.713333,7.713333,15.600000,0.896000,-0.635000,0.652000,0.925000,0.877000,2.075000,318.000000,-2498.000000,-229.000000,863.000000,0.000000,369.000000
157,1743582125924,7.812222,-5.705555,5.925000,7.812222,7.812222,15.800000,0.896000,-0.635000,0.652000,0.925000,0.877000,2.075000,318.000000,-2498.000000,-229.000000,863.000000,0.000000,369.000000
160,1743582125929,7.960556,-5.813889,6.037500,7.960556,7.960556,16.100000,0.933000,-0.659000,0.696000,0.981000,0.929000,2.191000,271.000000,-2630.000000,-441.000000,476.000000,117.000000,375.000000
161,1743582125933,8.010000,-5.850000,6.075000,8.010000,8.010000,16.200001,0.981000,-0.689000,0.730000,1.032000,0.983000,2.281000,159.000000,-2562.000000,-256.000000,32.000000,-15.000000,196.000000
164,1743582125938,8.158334,-5.958333,6.187500,8.158334,8.158334,16.500000,1.021000,-0.715000,0.763000,1.095000,1.032000,2.379000,350.000000,-2498.000000,-458.000000,-469.000000,-153.000000,441.000000
166,1743582125943,8.257222,-6.030556,6.262500,8.257222,8.257222,16.700001,1.054000,-0.753000,0.806000,1.161000,1.064000,2.438000,320.000000,-2412.000000,-353.000000,-465.000000,-88.000000,389.000000
169,1743582125949,8.405556,-6.138889,6.375000,8.405556,8.405556,17.000000,1.089000,-0.784000,0.846000,1.215000,1.138000,2.606000,306.000000,-2422.000000,-641.000000,-89.000000,187.000000,370.000000
171,1743582125954,8.504444,-6.211111,6.450000,8.504444,8.504444,17.200001,1.149000,-0.834000,0.900000,1.249000,1.190000,2.730000,350.000000,-2714.000000,-781.000000,491.000000,243.000000,353.000000
173,1743582125959,8.603333,-6.283333,6.525000,8.603333,8.603333,17.400000,1.174000,-0.855000,0.920000,1.297000,1.244000,2.849000,386.000000,-2589.000000,-930.000000,741.000000,141.000000,202.000000
176,1743582125964,8.751667,-6.391667,6.637500,8.751667,8.751667,17.700001,1.223000,-0.894000,0.962000,1.333000,1.307000,2.984000,301.000000,-2651.000000,-712.000000,929.000000,112.000000,417.000000
179,1743582125969,8.900000,-6.500000,6.750000,8.900000,8.900000,18.000000,1.270000,-0.925000,0.997000,1.373000,1.370000,3.106000,257.000000,-2500.000000,-530.000000,986.000000,17.000000,340.000000
181,1743582125974,8.998889,-6.572222,6.825000,8.998889,8.998889,18.200001,1.340000,-0.976000,1.042000,1.451000,1.385000,3.147000,385.000000,-2703.000000,-413.000000,321.000000,127.000000,324.000000
183,1743582125980,9.097777,-6.644444,6.900000,9.097777,9.097777,18.400000,1.387000,-1.006000,1.075000,1.505000,1.481000,3.343000,134.000000,-2898.000000,-205.000000,80.000000,-75.000000,347.000000
186,1743582125986,9.246111,-6.752778,7.012500,9.246111,9.246111,18.700001,1.451000,-1.046000,1.109000,1.590000,1.538000,3.466000,322.000000,-2913.000000,-303.000000,-535.000000,-54.000000,372.000000
188,1743582125990,9.345000,-6.825000,7.087500,9.345000,9.345000,18.900000,1.538000,-1.094000,1.155000,1.667000,1.598000,3.538000,330.000000,-2807.000000,-165.000000,-337.000000,167.000000,406.000000
191,1743582125996,9.493333,-6.933333,7.200000,9.493333,9.493333,19.200001,1.604000,-1.139000,1.194000,1.726000,1.627000,3.674000,329.000000,-2784.000000,-590.000000,217.000000,257.000000,274.000000
193,1743582126000,9.592222,-7.005556,7.275000,9.592222,9.592222,19.400000,1.661000,-1.186000,1.230000,1.771000,1.690000,3.780000,315.000000,-2748.000000,-192.000000,744.000000,237.000000,364.000000
196,1743582126006,9.740556,-7.113889,7.387500,9.740556,9.740556,19.700001,1.731000,-1.234000,1.275000,1.816000,1.728000,3.882000,263.000000,-2740.000000,-587.000000,855.000000,142.000000,364.000000
198,1743582126011,9.839444,-7.186111,7.462500,9.839444,9.839444,19.900000,1.786000,-1.281000,1.317000,1.867000,1.811000,4.041000,352.000000,-2666.000000,-717.000000,847.000000,93.000000,335.000000
200,1743582126016,9.938334,-7.258333,7.537500,9.938334,9.938334,20.100000,1.849000,-1.332000,1.366000,1.932000,1.875000,4.167000,292.000000,-2768.000000,-875.000000,355.000000,62.000000,235.000000
202,1743582126021,10.037222,-7.330555,7.612500,10.037222,10.037222,20.299999,1.921000,-1.384000,1.413000,2.033000,1.941000,4.309000,362.000000,-2703.000000,-539.000000,-389.000000,-64.000000,405.000000
204,1743582126026,10.136111,-7.402778,7.687500,10.136111,10.136111,20.500000,1.944000,-1.402000,1.431000,2.066000,2.011000,4.454000,364.000000,-2788.000000,-406.000000,-543.000000,-25.000000,380.000000
208,1743582126033,10.333889,-7.547222,7.837500,10.333889,10.333889,20.900000,2.022000,-1.457000,1.490000,2.152000,2.075000,4.597000,376.000000,-2675.000000,-221.000000,-160.000000,219.000000,343.000000
210,1743582126038,10.432777,-7.619444,7.912500,10.432777,10.432777,21.100000,2.098000,-1.512000,1.542000,2.222000,2.102000,4.680000,379.000000,-2768.000000,-193.000000,577.000000,384.000000,417.000000
212,1743582126042,10.531667,-7.691667,7.987500,10.531667,10.531667,21.299999,2.160000,-1.558000,1.588000,2.268000,2.168000,4.829000,285.000000,-2515.000000,-404.000000,796.000000,248.000000,376.000000
214,1743582126047,10.630555,-7.763889,8.062500,10.630555,10.630555,21.500000,2.219000,-1.605000,1.635000,2.312000,2.239000,4.964000,245.000000,-2514.000000,-307.000000,913.000000,91.000000,185.000000
217,1743582126053,10.778889,-7.872222,8.175000,10.778889,10.778889,21.799999,2.272000,-1.652000,1.686000,2.377000,2.300000,5.116000,472.000000,-2551.000000,-472.000000,674.000000,113.000000,431.000000
220,1743582126059,10.927222,-7.980556,8.287500,10.927222,10.927222,22.100000,2.326000,-1.693000,1.726000,2.451000,2.395000,5.314000,426.000000,-2395.000000,-609.000000,23.000000,0.000000,269.000000
222,1743582126064,11.026111,-8.052778,8.362500,11.026111,11.026111,22.299999,2.407000,-1.749000,1.789000,2.563000,2.422000,5.358000,269.000000,-2502.000000,-728.000000,-590.000000,-66.000000,338.000000
224,1743582126069,11.125000,-8.125000,8.437500,11.125000,11.125000,22.500000,2.477000,-1.796000,1.840000,2.632000,2.503000,5.537000,457.000000,-2645.000000,-697.000000,-71.000000,11.000000,293.000000
226,1743582126074,11.223889,-8.197222,8.512500,11.223889,11.223889,22.700001,2.544000,-1.840000,1.896000,2.684000,2.559000,5.695000,349.000000,-2617.000000,-555.000000,588.000000,366.000000,442.000000
229,1743582126079,11.372222,-8.305555,8.625000,11.372222,11.372222,23.000000,2.640000,-1.888000,1.946000,2.735000,2.646000,5.873000,320.000000,-2419.000000,-250.000000,884.000000,212.000000,293.000000
232,1743582126086,11.520555,-8.413889,8.737500,11.520555,11.520555,23.299999,2.680000,-1.940000,1.998000,2.786000,2.698000,5.961000,420.000000,-2595.000000,-178.000000,1066.000000,82.000000,436.000000
234,1743582126090,11.619445,-8.486111,8.812500,11.619445,11.619445,23.500000,2.732000,-1.987000,2.049000,2.852000,2.767000,6.123000,351.000000,-2741.000000,-472.000000,510.000000,142.000000,335.000000
236,1743582126095,11.718333,-8.558333,8.887500,11.718333,11.718333,23.700001,2.812000,-2.040000,2.101000,2.927000,2.868000,6.307000,307.000000,-2700.000000,-437.000000,-195.000000,-16.000000,156.000000
239,1743582126101,11.866667,-8.666667,9.000000,11.866667,11.866667,24.000000,2.900000,-2.094000,2.163000,3.011000,2.941000,6.487000,128.000000,-2715.000000,-537.000000,-447.000000,177.000000,444.000000
241,1743582126105,11.965555,-8.738889,9.075000,11.965555,11.965555,24.200001,2.949000,-2.124000,2.201000,3.056000,2.978000,6.604000,386.000000,-2805.000000,-653.000000,-17.000000,382.000000,428.000000
244,1743582126111,12.113889,-8.847222,9.187500,12.113889,12.113889,24.500000,3.055000,-2.206000,2.292000,3.136000,3.050000,6.729000,345.000000,-2625.000000,-795.000000,898.000000,325.000000,316.000000
246,1743582126116,12.212778,-8.919444,9.262500,12.212778,12.212778,24.700001,3.121000,-2.226000,2.316000,3.157000,3.135000,6.906000,310.000000,-2648.000000,-727.000000,948.000000,163.000000,426.000000
248,1743582126121,12.311666,-8.991667,9.337500,12.311666,12.311666,24.900000,3.206000,-2.308000,2.399000,3.241000,3.210000,7.054000,301.000000,-2447.000000,-263.000000,744.000000,208.000000,335.000000
251,1743582126127,12.460000,-9.100000,9.450000,12.460000,12.460000,25.200001,3.300000,-2.357000,2.450000,3.315000,3.256000,7.136000,306.000000,-2340.000000,-321.000000,32.000000,196.000000,382.000000
253,1743582126131,12.558888,-9.172222,9.525000,12.558888,12.558888,25.400000,3.376000,-2.415000,2.514000,3.409000,3.375000,7.381000,337.000000,-2439.000000,-205.000000,-433.000000,35.000000,190.000000
256,1743582126137,12.707222,-9.280556,9.637500,12.707222,12.707222,25.700001,3.427000,-2.449000,2.557000,3.468000,3.459000,7.565000,409.000000,-2589.000000,-671.000000,-147.000000,311.000000,369.000000
258,1743582126143,12.806111,-9.352777,9.712500,12.806111,12.806111,25.900000,3.544000,-2.526000,2.632000,3.555000,3.506000,7.660000,345.000000,-2598.000000,-533.000000,784.000000,391.000000,332.000000
260,1743582126147,12.905000,-9.425000,9.787500,12.905000,12.905000,26.100000,3.629000,-2.574000,2.690000,3.615000,3.610000,7.862000,143.000000,-2619.000000,-547.000000,992.000000,194.000000,345.000000
263,1743582126152,13.053333,-9.533334,9.900000,13.053333,13.053333,26.400000,3.695000,-2.627000,2.752000,3.681000,3.674000,7.981000,370.000000,-2459.000000,-851.000000,750.000000,182.000000,419.000000
264,1743582126157,13.102777,-9.569445,9.937500,13.102777,13.102777,26.500000,3.768000,-2.677000,2.809000,3.771000,3.790000,8.220000,452.000000,-2568.000000,-637.000000,12.000000,53.000000,140.000000
268,1743582126164,13.300555,-9.713889,10.087500,13.300555,13.300555,26.900000,3.865000,-2.749000,2.882000,3.919000,3.867000,8.363000,370.000000,-2541.000000,-217.000000,-462.000000,6.000000,774.000000
270,1743582126168,13.399445,-9.786111,10.162500,13.399445,13.399445,27.100000,3.961000,-2.813000,2.945000,4.001000,3.939000,8.519000,319.000000,-2570.000000,-279.000000,475.000000,462.000000,356.000000
272,1743582126173,13.498333,-9.858334,10.237500,13.498333,13.498333,27.299999,4.044000,-2.872000,3.018000,4.064000,4.014000,8.701000,199.000000,-2887.000000,-380.000000,893.000000,400.000000,269.000000
274,1743582126178,13.597222,-9.930555,10.312500,13.597222,13.597222,27.500000,4.082000,-2.896000,3.043000,4.104000,4.113000,8.904000,258.000000,-2952.000000,-446.000000,930.000000,193.000000,339.000000
277,1743582126184,13.745556,-10.038889,10.425000,13.745556,13.745556,27.799999,4.207000,-2.995000,3.140000,4.250000,4.185000,9.054000,403.000000,-2683.000000,-636.000000,-6.000000,121.000000,313.000000
280,1743582126190,13.893888,-10.147223,10.537500,13.893888,13.893888,28.100000,4.284000,-3.051000,3.197000,4.347000,4.283000,9.297000,331.000000,-2830.000000,-883.000000,-586.000000,93.000000,299.000000
282,1743582126195,13.992778,-10.219444,10.612500,13.992778,13.992778,28.299999,4.372000,-3.105000,3.253000,4.431000,4.324000,9.390000,287.000000,-2804.000000,-525.000000,9.000000,229.000000,452.000000
284,1743582126199,14.091666,-10.291667,10.687500,14.091666,14.091666,28.500000,4.457000,-3.165000,3.309000,4.508000,4.424000,9.647000,263.000000,-2771.000000,-423.000000,692.000000,311.000000,431.000000
287,1743582126204,14.240000,-10.400000,10.800000,14.240000,14.240000,28.799999,4.544000,-3.242000,3.383000,4.593000,4.475000,9.766000,462.000000,-2922.000000,-270.000000,867.000000,219.000000,457.000000
289,1743582126210,14.338889,-10.472222,10.875000,14.338889,14.338889,29.000000,4.571000,-3.267000,3.405000,4.622000,4.578000,9.950000,413.000000,-2874.000000,-283.000000,758.000000,180.000000,374.000000
292,1743582126216,14.487223,-10.580556,10.987500,14.487223,14.487223,29.299999,4.693000,-3.363000,3.482000,4.784000,4.645000,10.115000,337.000000,-2358.000000,-247.000000,-339.000000,28.000000,330.000000
294,1743582126220,14.586111,-10.652778,11.062500,14.586111,14.586111,29.500000,4.802000,-3.436000,3.540000,4.877000,4.725000,10.273000,359.000000,-2591.000000,-369.000000,-419.000000,115.000000,417.000000
296,1743582126225,14.685000,-10.725000,11.137500,14.685000,14.685000,29.700001,4.835000,-3.459000,3.585000,4.927000,4.825000,10.483000,379.000000,-2563.000000,-594.000000,87.000000,403.000000,464.000000
299,1743582126231,14.833333,-10.833333,11.250000,14.833333,14.833333,30.000000,4.975000,-3.559000,3.686000,5.027000,4.902000,10.659000,347.000000,-2501.000000,-655.000000,902.000000,156.000000,338.000000
301,1743582126235,14.932222,-10.905556,11.325000,14.932222,14.932222,30.200001,5.031000,-3.592000,3.721000,5.082000,4.950000,10.754000,496.000000,-2632.000000,-342.000000,854.000000,150.000000,402.000000
303,1743582126241,15.031111,-10.977777,11.400000,15.031111,15.031111,30.400000,5.112000,-3.647000,3.775000,5.147000,5.078000,11.028000,194.000000,-2707.000000,-241.000000,266.000000,55.000000,265.000000
305,1743582126245,15.130000,-11.050000,11.475000,15.130000,15.130000,30.600000,5.112000,-3.647000,3.775000,5.147000,5.078000,11.028000,194.000000,-2707.000000,-241.000000,266.000000,55.000000,265.000000
308,1743582126251,15.278334,-11.158334,11.587500,15.278334,15.278334,30.900000,5.351000,-3.802000,3.931000,5.338000,5.248000,11.358000,320.000000,-2620.000000,-348.000000,-62.000000,301.000000,218.000000
310,1743582126255,15.377222,-11.230556,11.662500,15.377222,15.377222,31.100000,5.403000,-3.832000,3.970000,5.403000,5.358000,11.568000,358.000000,-2643.000000,-470.000000,760.000000,204.000000,313.000000
