point_index,timestamp_us,plan_pos_0,plan_pos_1,plan_pos_2,plan_pos_3,plan_pos_4,plan_pos_5,actual_pos_0,actual_pos_1,actual_pos_2,actual_pos_3,actual_pos_4,actual_pos_5,current_0,current_1,current_2,current_3,current_4,current_5
10,1743675103435171,0.118767,-0.105434,0.106823,0.118767,0.104878,0.169323,0.101000,-0.020000,0.041000,0.038000,0.054000,0.152000,-160.000000,-1065.000000,-2377.000000,128.000000,-445.000000,-93.000000
11,1743675103440595,0.139444,-0.126111,0.127500,0.139444,0.125556,0.190000,0.103000,-0.020000,0.041000,0.041000,0.052000,0.149000,-163.000000,-1081.000000,-2380.000000,120.000000,-416.000000,-109.000000
11,1743675103444972,0.139444,-0.126111,0.127500,0.139444,0.125556,0.190000,0.100000,-0.022000,0.041000,0.038000,0.052000,0.151000,-184.000000,-1100.000000,-2398.000000,127.000000,-449.000000,-107.000000
13,1743675103450385,0.192361,-0.179028,0.180417,0.192361,0.178472,0.242917,0.100000,-0.020000,0.039000,0.039000,0.050000,0.149000,-174.000000,-1114.000000,-2371.000000,135.000000,-433.000000,-103.000000
13,1743675103454684,0.192361,-0.179028,0.180417,0.192361,0.178472,0.242917,0.098000,-0.022000,0.039000,0.039000,0.049000,0.149000,-135.000000,-1152.000000,-2297.000000,138.000000,-408.000000,-94.000000
14,1743675103460216,0.225226,-0.211892,0.213281,0.225226,0.211337,0.275781,0.098000,-0.020000,0.039000,0.041000,0.050000,0.149000,324.000000,-1540.000000,-1792.000000,295.000000,-337.000000,5.000000
15,1743675103465704,0.262778,-0.249444,0.250833,0.262778,0.248889,0.313333,0.101000,-0.020000,0.038000,0.048000,0.049000,0.156000,490.000000,-1910.000000,-1292.000000,371.000000,-27.000000,117.000000
16,1743675103470077,0.305330,-0.291997,0.293385,0.305330,0.291441,0.355885,0.120000,-0.026000,0.042000,0.063000,0.052000,0.164000,334.000000,-2359.000000,-608.000000,322.000000,101.000000,204.000000
17,1743675103475606,0.353194,-0.339861,0.341250,0.353194,0.339306,0.403750,0.137000,-0.034000,0.049000,0.093000,0.060000,0.174000,395.000000,-2556.000000,-343.000000,229.000000,140.000000,298.000000
18,1743675103480048,0.406684,-0.393351,0.394740,0.406684,0.392795,0.457240,0.157000,-0.045000,0.061000,0.115000,0.075000,0.182000,486.000000,-2716.000000,-247.000000,200.000000,173.000000,318.000000
19,1743675103485565,0.466111,-0.452778,0.454167,0.466111,0.452222,0.516667,0.182000,-0.061000,0.081000,0.146000,0.100000,0.190000,468.000000,-2932.000000,-258.000000,152.000000,147.000000,351.000000
20,1743675103489969,0.531788,-0.518455,0.519844,0.531788,0.517899,0.582344,0.212000,-0.085000,0.108000,0.182000,0.114000,0.190000,399.000000,-2954.000000,-249.000000,71.000000,82.000000,386.000000
21,1743675103495473,0.604028,-0.590694,0.592083,0.604028,0.590139,0.654583,0.252000,-0.119000,0.141000,0.225000,0.140000,0.190000,567.000000,-3284.000000,-257.000000,40.000000,144.000000,426.000000
23,1743675103503103,0.769444,-0.756111,0.757500,0.769444,0.755556,0.820000,0.281000,-0.149000,0.181000,0.267000,0.188000,0.222000,534.000000,-3350.000000,-94.000000,-14.000000,99.000000,245.000000
23,1743675103505342,0.769444,-0.756111,0.757500,0.769444,0.755556,0.820000,0.325000,-0.204000,0.243000,0.325000,0.217000,0.249000,686.000000,-3179.000000,-246.000000,118.000000,158.000000,255.000000
24,1743675103510841,0.863247,-0.849913,0.851302,0.863247,0.849358,0.913802,0.359000,-0.243000,0.287000,0.362000,0.288000,0.332000,697.000000,-3241.000000,-488.000000,98.000000,353.000000,425.000000
25,1743675103515245,0.964861,-0.951528,0.952917,0.964861,0.950972,1.015420,0.413000,-0.289000,0.344000,0.418000,0.333000,0.368000,627.000000,-3280.000000,-227.000000,305.000000,323.000000,371.000000
26,1743675103520731,1.074600,-1.061270,1.062660,1.074600,1.060710,1.125160,0.494000,-0.374000,0.427000,0.499000,0.380000,0.431000,634.000000,-3380.000000,-318.000000,344.000000,187.000000,164.000000
27,1743675103525176,1.192780,-1.179440,1.180830,1.192780,1.178890,1.243330,0.494000,-0.374000,0.427000,0.499000,0.380000,0.431000,634.000000,-3380.000000,-318.000000,344.000000,187.000000,164.000000
28,1743675103530698,1.319700,-1.306370,1.307760,1.319700,1.305820,1.370260,0.612000,-0.520000,0.578000,0.644000,0.510000,0.594000,881.000000,-3437.000000,-178.000000,309.000000,408.000000,501.000000
29,1743675103535140,1.455690,-1.442360,1.443750,1.455690,1.441810,1.506250,0.612000,-0.520000,0.578000,0.644000,0.510000,0.594000,881.000000,-3437.000000,-178.000000,309.000000,408.000000,501.000000
30,1743675103540672,1.601060,-1.587700,1.589110,1.601060,1.587100,1.651610,0.685000,-0.605000,0.664000,0.725000,0.630000,0.722000,679.000000,-3186.000000,18.000000,144.000000,221.000000,402.000000
31,1743675103545149,1.756110,-1.742320,1.744060,1.756110,1.741520,1.806670,0.763000,-0.693000,0.758000,0.797000,0.712000,0.806000,678.000000,-3085.000000,-237.000000,131.000000,311.000000,314.000000
32,1743675103550623,1.921160,-1.905920,1.908360,1.921160,1.904760,1.971720,0.852000,-0.778000,0.843000,0.892000,0.797000,0.888000,652.000000,-3403.000000,-226.000000,471.000000,368.000000,376.000000
33,1743675103555023,2.096530,-2.078180,2.081720,2.096530,2.076510,2.147080,0.973000,-0.921000,0.983000,1.028000,0.905000,0.996000,931.000000,-3430.000000,-6.000000,464.000000,213.000000,462.000000
34,1743675103560547,2.282520,-2.258790,2.263820,2.282520,2.256450,2.333070,1.060000,-0.991000,1.053000,1.093000,1.025000,1.112000,816.000000,-3418.000000,35.000000,220.000000,402.000000,455.000000
35,1743675103564939,2.479440,-2.447430,2.454340,2.479440,2.444270,2.530000,1.150000,-1.165000,1.223000,1.268000,1.152000,1.231000,1060.000000,-3928.000000,-65.000000,310.000000,377.000000,538.000000
36,1743675103570401,2.687510,-2.643810,2.652980,2.687510,2.639660,2.738180,1.303000,-1.333000,1.367000,1.400000,1.299000,1.360000,864.000000,-4122.000000,-5.000000,587.000000,326.000000,418.000000
37,1743675103574818,2.906500,-2.847600,2.859410,2.906500,2.842310,2.957920,1.359000,-1.395000,1.424000,1.477000,1.469000,1.513000,1122.000000,-4178.000000,-116.000000,647.000000,317.000000,514.000000
38,1743675103580362,3.136100,-3.058480,3.073340,3.136100,3.051900,3.189530,1.639000,-1.626000,1.670000,1.735000,1.591000,1.620000,989.000000,-4372.000000,200.000000,269.000000,493.000000,537.000000
39,1743675103584753,3.376000,-3.276160,3.294440,3.376000,3.268120,3.433330,1.794000,-1.755000,1.782000,1.867000,1.834000,1.853000,991.000000,-3358.000000,-62.000000,479.000000,345.000000,520.000000
40,1743675103590274,3.625880,-3.500310,3.522410,3.625880,3.490660,3.689580,1.989000,-1.958000,1.987000,2.084000,1.900000,1.923000,1117.000000,-3880.000000,203.000000,387.000000,329.000000,615.000000
40,1743675103594631,3.625880,-3.500310,3.522410,3.625880,3.490660,3.689580,2.134000,-2.103000,2.131000,2.227000,2.171000,2.219000,1253.000000,-3514.000000,128.000000,358.000000,379.000000,714.000000
41,1743675103600187,3.885440,-3.730630,3.756930,3.885440,3.719210,3.958330,2.348000,-2.325000,2.362000,2.485000,2.348000,2.289000,1215.000000,-3803.000000,-60.000000,668.000000,483.000000,470.000000
42,1743675103604585,4.154360,-3.966790,3.997690,4.154360,3.953450,4.239580,2.504000,-2.471000,2.522000,2.638000,2.548000,2.614000,1393.000000,-3539.000000,421.000000,380.000000,318.000000,568.000000
43,1743675103610074,4.432330,-4.208500,4.244370,4.432330,4.193070,4.533330,2.841000,-2.757000,2.827000,2.899000,2.686000,2.775000,1091.000000,-3404.000000,214.000000,609.000000,501.000000,727.000000
44,1743675103615558,4.719030,-4.455430,4.496670,4.719030,4.437760,4.839580,2.925000,-2.838000,2.911000,3.030000,2.901000,3.066000,1068.000000,-3341.000000,210.000000,491.000000,230.000000,699.000000
45,1743675103619915,5.014160,-4.707270,4.754260,5.014160,4.687200,5.158330,3.328000,-3.181000,3.254000,3.359000,3.087000,3.249000,1125.000000,-3782.000000,-75.000000,683.000000,550.000000,610.000000
46,1743675103625315,5.317390,-4.963710,5.016850,5.317390,4.941090,5.489580,3.574000,-3.268000,3.342000,3.455000,3.367000,3.563000,1102.000000,-3933.000000,-24.000000,520.000000,246.000000,731.000000
47,1743675103630852,5.628430,-5.224450,5.284120,5.628430,5.199120,5.833330,3.849000,-3.615000,3.676000,3.874000,3.533000,3.758000,1198.000000,-3763.000000,63.000000,685.000000,324.000000,386.000000
48,1743675103635304,5.946950,-5.489150,5.555740,5.946950,5.460960,6.189580,4.062000,-3.802000,3.860000,4.073000,3.852000,4.129000,1146.000000,-3740.000000,-25.000000,422.000000,371.000000,601.000000
49,1743675103640757,6.272650,-5.757520,5.831420,6.272650,5.726300,6.558330,4.373000,-4.062000,4.121000,4.404000,4.107000,4.459000,993.000000,-3665.000000,162.000000,519.000000,536.000000,682.000000
50,1743675103645181,6.605200,-6.029250,6.110840,6.605200,5.994840,6.939580,4.647000,-4.299000,4.357000,4.699000,4.231000,4.627000,1199.000000,-3599.000000,-25.000000,443.000000,375.000000,734.000000
51,1743675103650657,6.944310,-6.304010,6.393690,6.944310,6.266260,7.333330,4.943000,-4.540000,4.614000,5.004000,4.518000,5.072000,1057.000000,-3540.000000,359.000000,367.000000,572.000000,697.000000
52,1743675103654988,7.289650,-6.581490,6.679640,7.289650,6.540250,7.739580,5.224000,-4.803000,4.879000,5.274000,4.681000,5.278000,1102.000000,-3286.000000,106.000000,528.000000,394.000000,788.000000
53,1743675103660471,7.640910,-6.861390,6.968400,7.640910,6.816500,8.158330,5.567000,-5.059000,5.145000,5.568000,5.015000,5.749000,1050.000000,-3575.000000,48.000000,436.000000,256.000000,641.000000
54,1743675103664869,7.997790,-7.143390,7.259650,7.997790,7.094690,8.589580,5.991000,-5.381000,5.500000,5.961000,5.273000,6.057000,946.000000,-3359.000000,84.000000,446.000000,343.000000,746.000000
55,1743675103670314,8.359960,-7.427180,7.553080,8.359960,7.374510,9.033330,6.170000,-5.561000,5.658000,6.137000,5.515000,6.407000,921.000000,-3468.000000,513.000000,620.000000,382.000000,653.000000
56,1743675103674716,8.727120,-7.712440,7.848360,8.727120,7.655650,9.489580,6.613000,-5.891000,5.990000,6.608000,5.803000,6.782000,1038.000000,-3497.000000,88.000000,414.000000,340.000000,851.000000
57,1743675103680132,9.098950,-7.998870,8.145200,9.098950,7.937790,9.958330,6.947000,-6.138000,6.259000,6.970000,6.179000,7.334000,1030.000000,-3411.000000,172.000000,449.000000,362.000000,795.000000
58,1743675103685643,9.475150,-8.286140,8.443280,9.475150,8.220630,10.439600,7.274000,-6.403000,6.538000,7.310000,6.341000,7.576000,1008.000000,-3143.000000,302.000000,516.000000,440.000000,714.000000
59,1743675103690031,9.855390,-8.573960,8.742290,9.855390,8.503850,10.933300,7.625000,-6.687000,6.826000,7.642000,6.692000,8.150000,873.000000,-3175.000000,-129.000000,336.000000,152.000000,597.000000
60,1743675103695546,10.239400,-8.862000,9.041910,10.239400,8.787170,11.439600,7.625000,-6.687000,6.826000,7.642000,6.692000,8.150000,873.000000,-3175.000000,-129.000000,336.000000,152.000000,597.000000
61,1743675103701026,10.626800,-9.150060,9.341830,10.626800,9.070480,11.958300,8.204000,-7.231000,7.387000,8.268000,7.150000,8.960000,1050.000000,-3498.000000,146.000000,438.000000,252.000000,624.000000
62,1743675103705429,11.017300,-9.438130,9.641790,11.017300,9.353800,12.489600,8.204000,-7.231000,7.387000,8.268000,7.150000,8.960000,1050.000000,-3498.000000,146.000000,438.000000,252.000000,624.000000
63,1743675103710934,11.410600,-9.726190,9.941760,11.410600,9.637110,13.033300,8.650000,-7.588000,7.745000,8.779000,7.402000,9.393000,1134.000000,-3511.000000,-143.000000,409.000000,303.000000,812.000000
64,1743675103715304,11.806400,-10.014200,10.241700,11.806400,9.920430,13.589600,9.039000,-7.851000,7.954000,9.077000,7.616000,9.788000,837.000000,-3275.000000,176.000000,401.000000,293.000000,757.000000
65,1743675103720748,12.204400,-10.302300,10.541700,12.204400,10.203700,14.158300,9.418000,-8.121000,8.278000,9.526000,7.950000,10.336000,933.000000,-3280.000000,-67.000000,419.000000,306.000000,716.000000
66,1743675103725146,12.604200,-10.590400,10.841700,12.604200,10.487100,14.739600,9.742000,-8.400000,8.562000,9.846000,8.346000,11.005000,797.000000,-3018.000000,277.000000,390.000000,343.000000,900.000000
67,1743675103730607,13.005600,-10.878400,11.141600,13.005600,10.770400,15.333300,10.088000,-8.677000,8.850000,10.172000,8.510000,11.302000,1155.000000,-3388.000000,201.000000,499.000000,249.000000,866.000000
68,1743675103734979,13.408200,-11.166500,11.441600,13.408200,11.053700,15.939600,10.482000,-8.919000,9.142000,10.538000,8.839000,11.987000,813.000000,-3187.000000,-22.000000,340.000000,169.000000,747.000000
69,1743675103740481,13.811700,-11.454600,11.741600,13.811700,11.337000,16.558300,11.089000,-9.305000,9.523000,11.083000,9.091000,12.505000,798.000000,-3142.000000,150.000000,306.000000,469.000000,846.000000
69,1743675103744872,13.811700,-11.454600,11.741600,13.811700,11.337000,16.558300,11.299000,-9.474000,9.696000,11.328000,9.365000,13.009000,924.000000,-3053.000000,249.000000,347.000000,409.000000,961.000000
71,1743675103750312,14.620300,-12.030700,12.341500,14.620300,11.903600,17.833300,11.737000,-9.845000,10.084000,11.826000,9.633000,13.551000,852.000000,-3095.000000,49.000000,461.000000,367.000000,864.000000
71,1743675103754684,14.620300,-12.030700,12.341500,14.620300,11.903600,17.833300,12.087000,-10.128000,10.244000,12.046000,9.920000,14.107000,800.000000,-2912.000000,252.000000,483.000000,261.000000,838.000000
72,1743675103760233,15.024800,-12.318700,12.641500,15.024800,12.186900,18.489500,12.506000,-10.377000,10.643000,12.524000,10.202000,14.637000,821.000000,-3286.000000,142.000000,507.000000,372.000000,909.000000
73,1743675103765744,15.429300,-12.606800,12.941400,15.429300,12.470300,19.157900,12.929000,-10.659000,10.908000,12.929000,10.583000,15.430000,613.000000,-3457.000000,45.000000,435.000000,213.000000,780.000000
74,1743675103770087,15.833800,-12.894900,13.241400,15.833800,12.753600,19.838200,13.296000,-10.921000,11.197000,13.338000,10.832000,16.014999,666.000000,-3178.000000,-196.000000,363.000000,381.000000,962.000000
75,1743675103775527,16.238300,-13.182900,13.541400,16.238300,13.036900,20.530001,13.667000,-11.204000,11.494000,13.728000,11.090000,16.641001,818.000000,-3373.000000,51.000000,398.000000,353.000000,870.000000
76,1743675103780966,16.642799,-13.471000,13.841300,16.642799,13.320200,21.233101,14.197000,-11.572000,11.898000,14.247000,11.339000,17.256001,503.000000,-3074.000000,-71.000000,261.000000,323.000000,670.000000
77,1743675103785368,17.047300,-13.759100,14.141300,17.047300,13.603500,21.947100,14.440000,-11.737000,12.068000,14.471000,11.574000,17.914000,678.000000,-3059.000000,42.000000,393.000000,291.000000,951.000000
78,1743675103790832,17.451799,-14.047100,14.441300,17.451799,13.886800,22.671700,14.948000,-12.108000,12.451000,14.959000,11.852000,18.421000,857.000000,-3085.000000,254.000000,302.000000,459.000000,754.000000
79,1743675103795225,17.856300,-14.335200,14.741200,17.856300,14.170100,23.406700,15.292000,-12.385000,12.693000,15.343000,12.204000,19.360001,566.000000,-3443.000000,96.000000,463.000000,361.000000,759.000000
80,1743675103800697,18.260799,-14.623200,15.041200,18.260799,14.453500,24.151600,15.669000,-12.663000,12.980000,15.731000,12.374000,19.726999,746.000000,-3215.000000,-1.000000,354.000000,402.000000,889.000000
81,1743675103805101,18.665300,-14.911300,15.341200,18.665300,14.736800,24.906300,16.080999,-12.947000,13.277000,16.143000,12.786000,20.702000,926.000000,-3357.000000,295.000000,454.000000,447.000000,940.000000
82,1743675103810532,19.069799,-15.199400,15.641100,19.069799,15.020100,25.670300,16.639999,-13.327000,13.690000,16.527000,13.060000,21.393999,750.000000,-3000.000000,-35.000000,332.000000,279.000000,762.000000
83,1743675103814992,19.474300,-15.487400,15.941100,19.474300,15.303400,26.443300,16.854000,-13.514000,13.900000,16.912001,13.344000,22.136000,652.000000,-2962.000000,78.000000,478.000000,247.000000,930.000000
84,1743675103820510,19.878700,-15.775500,16.241100,19.878700,15.586700,27.225201,17.339001,-13.862000,14.253000,17.171000,13.547000,22.636999,759.000000,-2935.000000,239.000000,505.000000,454.000000,945.000000
85,1743675103824821,20.283199,-16.063499,16.541000,20.283199,15.870000,28.015400,17.773001,-14.160000,14.559000,17.818001,13.849000,23.516001,659.000000,-3209.000000,18.000000,342.000000,332.000000,913.000000
86,1743675103830291,20.687700,-16.351601,16.841000,20.687700,16.153299,28.813801,17.773001,-14.160000,14.559000,17.818001,13.849000,23.516001,659.000000,-3209.000000,18.000000,342.000000,332.000000,913.000000
87,1743675103834673,21.092199,-16.639700,17.141001,21.092199,16.436701,29.620001,18.249001,-14.422000,14.827000,18.230000,14.238000,24.537001,576.000000,-3057.000000,68.000000,400.000000,242.000000,768.000000
88,1743675103840164,21.496700,-16.927700,17.440901,21.496700,16.719999,30.433701,18.514000,-14.615000,15.023000,18.511999,14.438000,25.024000,590.000000,-3033.000000,-231.000000,381.000000,181.000000,618.000000
89,1743675103845695,21.901199,-17.215799,17.740900,21.901199,17.003300,31.254601,19.035000,-15.032000,15.455000,19.048000,14.767000,25.867001,719.000000,-3364.000000,226.000000,462.000000,385.000000,836.000000
90,1743675103850142,22.305700,-17.503901,18.040899,22.305700,17.286600,32.082298,19.489000,-15.336000,15.630000,19.289000,15.069000,26.669001,680.000000,-2957.000000,18.000000,486.000000,176.000000,859.000000
91,1743675103855624,22.710199,-17.791901,18.340799,22.710199,17.569901,32.916698,19.780001,-15.542000,15.990000,19.743000,15.240000,27.177000,764.000000,-2726.000000,99.000000,469.000000,401.000000,931.000000
92,1743675103860025,23.114700,-18.080000,18.640800,23.114700,17.853201,33.757198,20.197001,-15.862000,16.323999,20.176001,15.628000,28.320999,710.000000,-3132.000000,72.000000,278.000000,337.000000,875.000000
93,1743675103865501,23.519199,-18.368000,18.940800,23.519199,18.136600,34.603802,20.541000,-16.166000,16.641001,20.566000,15.792000,28.780001,643.000000,-3020.000000,67.000000,378.000000,301.000000,1047.000000
94,1743675103870969,23.923700,-18.656099,19.240700,23.923700,18.419901,35.455898,20.990000,-16.365000,16.836000,20.882000,16.077000,29.726999,593.000000,-2883.000000,10.000000,474.000000,261.000000,832.000000
95,1743675103875398,24.328199,-18.944201,19.540701,24.328199,18.703199,36.313301,21.417000,-16.780001,17.257999,21.438000,16.386000,30.565001,528.000000,-3216.000000,-68.000000,574.000000,282.000000,728.000000
96,1743675103880871,24.732700,-19.232201,19.840700,24.732700,18.986500,37.175800,21.811001,-17.042999,17.427000,21.669001,16.680000,31.385000,520.000000,-3097.000000,-146.000000,589.000000,385.000000,1012.000000
97,1743675103885295,25.137199,-19.520300,20.140600,25.137199,19.269800,38.042900,22.173000,-17.326000,17.829000,22.245001,16.983000,32.194000,725.000000,-2813.000000,356.000000,501.000000,346.000000,835.000000
98,1743675103890820,25.541700,-19.808399,20.440599,25.541700,19.553101,38.914398,22.542999,-17.586000,18.124001,22.580999,17.284000,32.886002,675.000000,-2848.000000,273.000000,346.000000,367.000000,883.000000
98,1743675103895278,25.541700,-19.808399,20.440599,25.541700,19.553101,38.914398,22.950001,-17.865000,18.389000,22.951000,17.518999,33.721001,626.000000,-2830.000000,44.000000,405.000000,273.000000,709.000000
100,1743675103900726,26.350599,-20.384501,21.040501,26.350599,20.119801,40.669300,23.368999,-18.148001,18.683001,23.332001,17.875999,34.834000,699.000000,-2858.000000,175.000000,382.000000,272.000000,818.000000
100,1743675103905129,26.350599,-20.384501,21.040501,26.350599,20.119801,40.669300,23.757000,-18.433001,18.972000,23.726999,18.134001,35.304001,605.000000,-3114.000000,-27.000000,445.000000,479.000000,802.000000
101,1743675103910664,26.755100,-20.672501,21.340500,26.755100,20.403099,41.552101,24.084000,-18.697001,19.240999,24.084000,18.384001,36.470001,627.000000,-3161.000000,90.000000,366.000000,312.000000,876.000000
102,1743675103915102,27.159599,-20.960600,21.640499,27.159599,20.686399,42.438000,24.639000,-19.080999,19.639000,24.610001,18.632000,37.297001,763.000000,-3325.000000,129.000000,380.000000,388.000000,974.000000
103,1743675103920598,27.564100,-21.248699,21.940399,27.564100,20.969700,43.326698,24.892000,-19.252001,19.815001,24.900999,18.940001,38.089001,648.000000,-3150.000000,285.000000,357.000000,431.000000,796.000000
104,1743675103925036,27.968599,-21.536699,22.240400,27.968599,21.253000,44.217899,25.466000,-19.614000,20.201000,25.423000,19.219000,38.909000,447.000000,-3085.000000,62.000000,463.000000,387.000000,967.000000
105,1743675103930521,28.373100,-21.824800,22.540400,28.373100,21.536301,45.111301,25.830000,-19.892000,20.500999,25.778000,19.608999,40.041000,665.000000,-2624.000000,172.000000,401.000000,229.000000,805.000000
106,1743675103934877,28.777599,-22.112801,22.840300,28.777599,21.819599,46.006500,26.180000,-20.176001,20.812000,26.139999,19.768999,40.553001,542.000000,-2901.000000,209.000000,552.000000,487.000000,793.000000
107,1743675103940390,29.182100,-22.400900,23.140301,29.182100,22.103001,46.903301,26.527000,-20.455000,21.106001,26.555000,20.124001,41.723999,758.000000,-2865.000000,189.000000,567.000000,343.000000,913.000000
108,1743675103944763,29.586599,-22.688999,23.440300,29.586599,22.386299,47.801399,26.934000,-20.719999,21.382000,26.982000,20.392000,42.631001,663.000000,-2854.000000,-31.000000,340.000000,452.000000,679.000000
109,1743675103950252,29.991100,-22.976999,23.740200,29.991100,22.669600,48.700401,27.353001,-21.000999,21.698000,27.379000,20.680000,43.584999,714.000000,-3068.000000,504.000000,457.000000,390.000000,1102.000000
110,1743675103955732,30.395599,-23.265100,24.040199,30.395599,22.952900,49.600101,27.726000,-21.313000,21.990000,27.783001,20.968000,44.401001,546.000000,-3035.000000,40.000000,257.000000,319.000000,768.000000
111,1743675103960192,30.800100,-23.553200,24.340200,30.800100,23.236200,50.500000,28.098000,-21.593000,22.278000,28.174000,21.254000,45.243999,685.000000,-3132.000000,208.000000,499.000000,526.000000,816.000000
112,1743675103965697,31.204599,-23.841200,24.640100,31.204599,23.519501,51.400002,28.098000,-21.593000,22.278000,28.174000,21.254000,45.243999,685.000000,-3132.000000,208.000000,499.000000,526.000000,816.000000
113,1743675103970112,31.609100,-24.129299,24.940100,31.609100,23.802799,52.299999,29.077999,-22.245001,22.961000,28.900000,21.841999,46.869999,518.000000,-2976.000000,82.000000,438.000000,456.000000,807.000000
114,1743675103975517,32.013599,-24.417299,25.240101,32.013599,24.086201,53.200001,29.077999,-22.245001,22.961000,28.900000,21.841999,46.869999,518.000000,-2976.000000,82.000000,438.000000,456.000000,807.000000
115,1743675103979912,32.418098,-24.705400,25.540001,32.418098,24.369499,54.099998,29.427999,-22.520000,23.252001,29.422001,22.093000,47.735001,476.000000,-2653.000000,91.000000,366.000000,261.000000,866.000000
116,1743675103985399,32.822498,-24.993500,25.840000,32.822498,24.652800,55.000000,29.799999,-22.802999,23.539000,29.833000,22.429001,48.926998,575.000000,-2539.000000,-14.000000,465.000000,391.000000,519.000000
117,1743675103990787,33.227001,-25.281500,26.139999,33.227001,24.936100,55.900002,30.349001,-23.086000,23.809999,30.216999,22.698999,49.778999,650.000000,-3013.000000,144.000000,489.000000,292.000000,849.000000
118,1743675103995164,33.631500,-25.569599,26.439899,33.631500,25.219400,56.799999,30.612000,-23.358000,24.087000,30.599001,22.938000,50.646000,670.000000,-2833.000000,79.000000,596.000000,383.000000,877.000000
119,1743675104000671,34.035999,-25.857599,26.739901,34.035999,25.502701,57.700001,31.167999,-23.729000,24.500000,30.959000,23.225000,51.458000,681.000000,-3077.000000,420.000000,438.000000,517.000000,843.000000
120,1743675104005091,34.440498,-26.145700,27.039900,34.440498,25.785999,58.599998,31.566000,-24.021000,24.770000,31.511000,23.492001,52.319000,571.000000,-2879.000000,75.000000,330.000000,391.000000,873.000000
121,1743675104010492,34.845001,-26.433800,27.339800,34.845001,26.069401,59.500000,31.952999,-24.296000,25.068001,31.889000,23.785000,53.116001,467.000000,-2577.000000,292.000000,408.000000,430.000000,733.000000
122,1743675104014919,35.249500,-26.721800,27.639799,35.249500,26.352699,60.400002,32.358002,-24.580999,25.365999,32.276001,24.172001,54.353001,679.000000,-2443.000000,329.000000,401.000000,360.000000,820.000000
123,1743675104020393,35.653999,-27.009899,27.939800,35.653999,26.636000,61.299999,32.714001,-24.872999,25.667999,32.688999,24.337000,54.863998,516.000000,-2674.000000,256.000000,474.000000,494.000000,821.000000
124,1743675104024771,36.058498,-27.298000,28.239700,36.058498,26.919300,62.200001,33.067001,-25.138000,25.941999,33.043999,24.568001,55.536999,469.000000,-2678.000000,230.000000,311.000000,314.000000,870.000000
125,1743675104030314,36.463001,-27.586000,28.539700,36.463001,27.202600,63.099998,33.428001,-25.405001,26.228001,33.389999,24.910000,56.865002,759.000000,-2925.000000,138.000000,622.000000,526.000000,945.000000
125,1743675104034772,36.463001,-27.586000,28.539700,36.463001,27.202600,63.099998,33.993000,-25.764999,26.486000,33.796001,25.209999,57.691002,683.000000,-3310.000000,24.000000,450.000000,527.000000,919.000000
