point_index,timestamp_us,plan_pos_0,plan_pos_1,plan_pos_2,plan_pos_3,plan_pos_4,plan_pos_5,actual_pos_0,actual_pos_1,actual_pos_2,actual_pos_3,actual_pos_4,actual_pos_5,current_0,current_1,current_2,current_3,current_4,current_5,canfd_call_timestamp_us
1279,1744086631010877,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,175.998001,-128.509003,133.485992,176.020004,126.521004,356.605011,-27.000000,-657.000000,1952.000000,40.000000,265.000000,168.000000,1744086630236932
1279,1744086631016368,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.020996,-128.526001,133.503998,176.044006,126.539001,356.641998,174.000000,-692.000000,1959.000000,77.000000,325.000000,133.000000,1744086630236932
1279,1744086631020780,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.054993,-128.548996,133.526993,176.076004,126.554001,356.677002,63.000000,-620.000000,1962.000000,28.000000,293.000000,129.000000,1744086630236932
1279,1744086631026249,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.080002,-128.567993,133.544998,176.095001,126.575996,356.709015,125.000000,-559.000000,1852.000000,120.000000,444.000000,320.000000,1744086630236932
1279,1744086631030622,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.106003,-128.585007,133.565994,176.113007,126.588997,356.769012,48.000000,-599.000000,1681.000000,208.000000,461.000000,218.000000,1744086630236932
1279,1744086631036034,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.130997,-128.604004,133.580994,176.130997,126.595001,356.792999,155.000000,-540.000000,1625.000000,226.000000,510.000000,243.000000,1744086630236932
1279,1744086631041451,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.158005,-128.619003,133.604004,176.149994,126.610001,356.834991,235.000000,-545.000000,1703.000000,190.000000,506.000000,120.000000,1744086630236932
1279,1744086631045808,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.182007,-128.636993,133.621002,176.167999,126.635002,356.894012,138.000000,-626.000000,1738.000000,232.000000,419.000000,156.000000,1744086630236932
1279,1744086631051223,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.201004,-128.651993,133.636993,176.184998,126.648003,356.933014,202.000000,-671.000000,1719.000000,259.000000,398.000000,260.000000,1744086630236932
1279,1744086631055575,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.223007,-128.669006,133.654999,176.203995,126.665001,356.966003,187.000000,-557.000000,1775.000000,279.000000,392.000000,202.000000,1744086630236932
1279,1744086631061042,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.246002,-128.682007,133.669998,176.222000,126.683998,356.998993,126.000000,-599.000000,1763.000000,285.000000,373.000000,211.000000,1744086630236932
1279,1744086631066527,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.276001,-128.703003,133.692993,176.246002,126.703003,357.032990,252.000000,-720.000000,1770.000000,294.000000,294.000000,111.000000,1744086630236932
1279,1744086631070989,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.300003,-128.714996,133.707001,176.266006,126.727997,357.084015,-11.000000,-567.000000,1764.000000,194.000000,264.000000,125.000000,1744086630236932
1279,1744086631076503,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.322998,-128.731995,133.723999,176.289001,126.737999,357.101990,149.000000,-543.000000,1804.000000,52.000000,277.000000,52.000000,1744086630236932
1279,1744086631080933,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.350998,-128.746002,133.738998,176.315002,126.757004,357.138000,25.000000,-624.000000,1742.000000,94.000000,303.000000,289.000000,1744086630236932
1279,1744086631086444,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.371002,-128.763000,133.755005,176.335999,126.781998,357.174988,74.000000,-582.000000,1710.000000,62.000000,294.000000,231.000000,1744086630236932
1279,1744086631090903,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.406006,-128.792007,133.768005,176.358994,126.794998,357.204987,187.000000,-438.000000,1651.000000,-23.000000,379.000000,424.000000,1744086630236932
1279,1744086631096402,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.427002,-128.804993,133.794998,176.395004,126.808998,357.234985,44.000000,-529.000000,1591.000000,-91.000000,412.000000,190.000000,1744086630236932
1279,1744086631100837,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.449005,-128.820007,133.809006,176.406998,126.822998,357.269012,123.000000,-556.000000,1489.000000,-88.000000,425.000000,170.000000,1744086630236932
1279,1744086631106337,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.470001,-128.832993,133.824997,176.436005,126.841003,357.304993,176.000000,-545.000000,1505.000000,27.000000,439.000000,174.000000,1744086630236932
1279,1744086631110754,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.488007,-128.843994,133.835999,176.451996,126.859001,357.352997,174.000000,-625.000000,1582.000000,67.000000,411.000000,191.000000,1744086630236932
1279,1744086631116274,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.509995,-128.854004,133.848999,176.475998,126.864998,357.368011,184.000000,-722.000000,1675.000000,60.000000,421.000000,218.000000,1744086630236932
1279,1744086631120699,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.526001,-128.863998,133.860001,176.492004,126.886002,357.411011,77.000000,-775.000000,1852.000000,7.000000,428.000000,253.000000,1744086630236932
1279,1744086631126230,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.548004,-128.880005,133.871002,176.509995,126.900002,357.441986,-56.000000,-725.000000,1897.000000,73.000000,416.000000,210.000000,1744086630236932
1279,1744086631130655,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.548004,-128.880005,133.871002,176.509995,126.900002,357.441986,-56.000000,-725.000000,1897.000000,73.000000,416.000000,210.000000,1744086630236932
1279,1744086631136178,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.576004,-128.893997,133.880005,176.528000,126.918999,357.471008,230.000000,-656.000000,1933.000000,129.000000,384.000000,240.000000,1744086630236932
1279,1744086631140610,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.612000,-128.931000,133.908005,176.554993,126.948997,357.532990,98.000000,-560.000000,1959.000000,192.000000,339.000000,118.000000,1744086630236932
1279,1744086631146104,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.612000,-128.931000,133.908005,176.554993,126.948997,357.532990,98.000000,-560.000000,1959.000000,192.000000,339.000000,118.000000,1744086630236932
1279,1744086631150524,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.632004,-128.945007,133.919006,176.578995,126.966003,357.562988,110.000000,-443.000000,1925.000000,234.000000,303.000000,148.000000,1744086630236932
1279,1744086631156065,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.662003,-128.970993,133.938995,176.608994,126.991997,357.622009,145.000000,-530.000000,1941.000000,205.000000,309.000000,357.000000,1744086630236932
1279,1744086631161576,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.662003,-128.970993,133.938995,176.608994,126.991997,357.622009,145.000000,-530.000000,1941.000000,205.000000,309.000000,357.000000,1744086630236932
1279,1744086631166040,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.679001,-128.981995,133.951996,176.623993,127.012001,357.661011,199.000000,-564.000000,2021.000000,170.000000,309.000000,347.000000,1744086630236932
1279,1744086631170531,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.694000,-128.994003,133.960999,176.638000,127.026001,357.683014,193.000000,-556.000000,1980.000000,262.000000,353.000000,315.000000,1744086630236932
1279,1744086631176105,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.716995,-129.011002,133.981003,176.658005,127.037003,357.709015,133.000000,-649.000000,1793.000000,320.000000,381.000000,310.000000,1744086630236932
1279,1744086631180549,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.723999,-129.016006,133.988998,176.664993,127.049004,357.739990,67.000000,-654.000000,1757.000000,329.000000,434.000000,163.000000,1744086630236932
1279,1744086631186079,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.750000,-129.033005,134.014999,176.686996,127.057999,357.765015,45.000000,-648.000000,1542.000000,268.000000,469.000000,124.000000,1744086630236932
1279,1744086631190536,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.766998,-129.042007,134.026001,176.701996,127.070000,357.790985,20.000000,-637.000000,1550.000000,207.000000,467.000000,185.000000,1744086630236932
1279,1744086631196089,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.781998,-129.052994,134.037003,176.718994,127.084000,357.828003,50.000000,-597.000000,1554.000000,168.000000,479.000000,261.000000,1744086630236932
1279,1744086631200595,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.796997,-129.065002,134.048004,176.738998,127.088997,357.842010,224.000000,-633.000000,1704.000000,116.000000,471.000000,292.000000,1744086630236932
1279,1744086631206096,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.809006,-129.074005,134.057007,176.759003,127.102997,357.875000,257.000000,-616.000000,1762.000000,60.000000,456.000000,221.000000,1744086630236932
1279,1744086631211610,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.826996,-129.091995,134.072998,176.783005,127.113998,357.897003,82.000000,-595.000000,1712.000000,31.000000,450.000000,243.000000,1744086630236932
1279,1744086631216037,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.841003,-129.106995,134.082001,176.800995,127.125999,357.925995,41.000000,-500.000000,1718.000000,10.000000,428.000000,159.000000,1744086630236932
1279,1744086631221566,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.854996,-129.115005,134.093002,176.822006,127.139000,357.951996,156.000000,-454.000000,1776.000000,-53.000000,402.000000,115.000000,1744086630236932
1279,1744086631226066,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.867004,-129.128998,134.102997,176.841995,127.151001,357.980988,229.000000,-503.000000,1739.000000,-121.000000,371.000000,71.000000,1744086630236932
1279,1744086631230608,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.880997,-129.141006,134.110992,176.863998,127.169998,358.019012,173.000000,-496.000000,1743.000000,-140.000000,331.000000,161.000000,1744086630236932
1279,1744086631236228,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.893005,-129.151001,134.123001,176.878998,127.179001,358.029999,122.000000,-549.000000,1776.000000,-60.000000,319.000000,202.000000,1744086630236932
1279,1744086631240727,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.908005,-129.160004,134.134003,176.895004,127.188004,358.053986,108.000000,-541.000000,1705.000000,6.000000,293.000000,331.000000,1744086630236932
1279,1744086631246311,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.923004,-129.173004,134.147995,176.910995,127.209000,358.082001,119.000000,-542.000000,1583.000000,48.000000,295.000000,370.000000,1744086630236932
1279,1744086631250783,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.936996,-129.184006,134.158005,176.921997,127.222000,358.104004,31.000000,-627.000000,1608.000000,31.000000,264.000000,291.000000,1744086630236932
1279,1744086631256305,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.947006,-129.192001,134.167007,176.932999,127.232002,358.123993,25.000000,-631.000000,1673.000000,57.000000,277.000000,363.000000,1744086630236932
1279,1744086631260796,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.959000,-129.199997,134.177002,176.945007,127.239998,358.147003,107.000000,-674.000000,1656.000000,39.000000,307.000000,265.000000,1744086630236932
1279,1744086631266431,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.979996,-129.212006,134.184998,176.962006,127.250999,358.170013,269.000000,-708.000000,1659.000000,53.000000,328.000000,207.000000,1744086630236932
1279,1744086631270997,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.985992,-129.218994,134.203003,176.977997,127.257004,358.194000,248.000000,-670.000000,1525.000000,89.000000,351.000000,117.000000,1744086630236932
1279,1744086631275541,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,176.996002,-129.229996,134.212997,176.990997,127.265999,358.229004,210.000000,-662.000000,1375.000000,105.000000,395.000000,90.000000,1744086630236932
1279,1744086631281155,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.007996,-129.238998,134.223999,177.000000,127.272003,358.242004,165.000000,-662.000000,1352.000000,134.000000,397.000000,136.000000,1744086630236932
1279,1744086631285658,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.020996,-129.246994,134.231995,177.009995,127.279999,358.265015,108.000000,-654.000000,1446.000000,173.000000,433.000000,207.000000,1744086630236932
1279,1744086631291177,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.028000,-129.255005,134.240997,177.018005,127.290001,358.298004,159.000000,-644.000000,1550.000000,207.000000,446.000000,224.000000,1744086630236932
1279,1744086631295640,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.041000,-129.270004,134.251999,177.031006,127.296997,358.319000,137.000000,-620.000000,1654.000000,211.000000,468.000000,202.000000,1744086630236932
1279,1744086631301156,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.054993,-129.281006,134.259003,177.039993,127.304001,358.341003,148.000000,-568.000000,1722.000000,223.000000,477.000000,231.000000,1744086630236932
1279,1744086631305650,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.065994,-129.291000,134.268005,177.046005,127.308998,358.358002,158.000000,-496.000000,1752.000000,220.000000,482.000000,220.000000,1744086630236932
1279,1744086631311242,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.080002,-129.300003,134.272995,177.061996,127.316002,358.381989,158.000000,-506.000000,1783.000000,219.000000,474.000000,209.000000,1744086630236932
1279,1744086631315768,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.080002,-129.300003,134.272995,177.061996,127.316002,358.381989,158.000000,-506.000000,1783.000000,219.000000,474.000000,209.000000,1744086630236932
1279,1744086631321351,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.106995,-129.317993,134.285004,177.080994,127.330002,358.424011,23.000000,-512.000000,1945.000000,220.000000,469.000000,178.000000,1744086630236932
1279,1744086631325854,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.117004,-129.326004,134.294998,177.089996,127.342003,358.455994,11.000000,-537.000000,1927.000000,245.000000,449.000000,79.000000,1744086630236932
1279,1744086631331472,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.117004,-129.326004,134.294998,177.089996,127.342003,358.455994,11.000000,-537.000000,1927.000000,245.000000,449.000000,79.000000,1744086630236932
1279,1744086631335987,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.128006,-129.332993,134.300003,177.100998,127.351997,358.473999,44.000000,-523.000000,1983.000000,251.000000,456.000000,127.000000,1744086630236932
1279,1744086631341540,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.141998,-129.347000,134.309006,177.112000,127.360001,358.493988,4.000000,-536.000000,2053.000000,294.000000,417.000000,207.000000,1744086630236932
1279,1744086631346018,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.153000,-129.354004,134.313995,177.119995,127.371002,358.511993,4.000000,-547.000000,2120.000000,297.000000,367.000000,230.000000,1744086630236932
1279,1744086631351633,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.158997,-129.360992,134.320999,177.128006,127.379997,358.528992,62.000000,-606.000000,2142.000000,311.000000,353.000000,299.000000,1744086630236932
1279,1744086631356132,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.171997,-129.367996,134.328003,177.136002,127.390999,358.548004,145.000000,-618.000000,2146.000000,313.000000,360.000000,329.000000,1744086630236932
1279,1744086631360665,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.184006,-129.375000,134.335999,177.145996,127.400002,358.559998,237.000000,-662.000000,2105.000000,277.000000,365.000000,357.000000,1744086630236932
1279,1744086631366233,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.192001,-129.380997,134.347000,177.160004,127.405998,358.572998,208.000000,-663.000000,2033.000000,272.000000,340.000000,374.000000,1744086630236932
1279,1744086631370741,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.203003,-129.384003,134.352997,177.166000,127.417000,358.585999,152.000000,-655.000000,1983.000000,236.000000,359.000000,273.000000,1744086630236932
1279,1744086631376286,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.212006,-129.395004,134.365005,177.186996,127.427002,358.600006,86.000000,-645.000000,1968.000000,140.000000,327.000000,289.000000,1744086630236932
1279,1744086631380743,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.223999,-129.403000,134.373001,177.197998,127.439003,358.622009,74.000000,-656.000000,1940.000000,109.000000,291.000000,277.000000,1744086630236932
1279,1744086631386226,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.233994,-129.412003,134.382004,177.210007,127.447998,358.639008,80.000000,-638.000000,1969.000000,80.000000,296.000000,282.000000,1744086630236932
1279,1744086631390707,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.242996,-129.417999,134.391006,177.223007,127.455002,358.654999,132.000000,-648.000000,1985.000000,57.000000,322.000000,167.000000,1744086630236932
1279,1744086631396269,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.253998,-129.423004,134.397995,177.233994,127.460999,358.674011,160.000000,-669.000000,1962.000000,63.000000,310.000000,112.000000,1744086630236932
1279,1744086631400775,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.266998,-129.436005,134.410004,177.251999,127.466003,358.692993,138.000000,-659.000000,1852.000000,28.000000,344.000000,125.000000,1744086630236932
1279,1744086631406367,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.278000,-129.445007,134.421005,177.264999,127.473999,358.713013,155.000000,-606.000000,1765.000000,-68.000000,368.000000,137.000000,1744086630236932
1279,1744086631410876,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.283005,-129.453003,134.427994,177.279999,127.478996,358.726013,151.000000,-602.000000,1721.000000,-109.000000,370.000000,168.000000,1744086630236932
1279,1744086631416465,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.291000,-129.460999,134.436005,177.291000,127.487999,358.747986,155.000000,-546.000000,1682.000000,-128.000000,408.000000,210.000000,1744086630236932
1279,1744086631421040,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.300995,-129.468994,134.445999,177.307007,127.489998,358.764008,176.000000,-526.000000,1680.000000,-136.000000,429.000000,224.000000,1744086630236932
1279,1744086631426616,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.309006,-129.475006,134.453995,177.317993,127.496002,358.781006,180.000000,-534.000000,1694.000000,-92.000000,450.000000,194.000000,1744086630236932
1279,1744086631431115,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.324005,-129.487000,134.466995,177.332993,127.499001,358.795990,98.000000,-540.000000,1684.000000,-68.000000,466.000000,174.000000,1744086630236932
1279,1744086631435583,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.330994,-129.494995,134.473999,177.341003,127.504997,358.817993,119.000000,-528.000000,1704.000000,-47.000000,478.000000,168.000000,1744086630236932
1279,1744086631441181,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.341995,-129.503998,134.479996,177.350006,127.507004,358.828003,136.000000,-503.000000,1661.000000,-3.000000,509.000000,149.000000,1744086630236932
1279,1744086631445662,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.348999,-129.509003,134.485001,177.356995,127.512001,358.842987,108.000000,-539.000000,1719.000000,6.000000,494.000000,155.000000,1744086630236932
1279,1744086631451272,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.356003,-129.516006,134.490997,177.367004,127.514999,358.864014,129.000000,-510.000000,1795.000000,-19.000000,521.000000,107.000000,1744086630236932
1279,1744086631455782,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.363998,-129.520996,134.498001,177.375000,127.518997,358.871002,185.000000,-534.000000,1796.000000,-7.000000,534.000000,144.000000,1744086630236932
1279,1744086631461373,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.369995,-129.529999,134.501999,177.380997,127.523003,358.890015,186.000000,-529.000000,1789.000000,-30.000000,546.000000,108.000000,1744086630236932
1279,1744086631465796,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.369995,-129.529999,134.501999,177.380997,127.523003,358.890015,186.000000,-529.000000,1789.000000,-30.000000,546.000000,108.000000,1744086630236932
1279,1744086631471319,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.378006,-129.535004,134.507996,177.388000,127.527000,358.904999,194.000000,-581.000000,1871.000000,5.000000,555.000000,93.000000,1744086630236932
1279,1744086631475752,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.389999,-129.542007,134.516006,177.401001,127.529999,358.919006,252.000000,-602.000000,1854.000000,-4.000000,559.000000,103.000000,1744086630236932
1279,1744086631481255,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.395996,-129.548004,134.520004,177.406998,127.536003,358.929993,233.000000,-627.000000,1844.000000,0.000000,585.000000,158.000000,1744086630236932
1279,1744086631485734,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.401001,-129.550003,134.526001,177.410995,127.540001,358.945007,189.000000,-640.000000,1905.000000,46.000000,559.000000,234.000000,1744086630236932
1279,1744086631491304,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.404999,-129.556000,134.528000,177.414993,127.544998,358.954010,153.000000,-623.000000,1926.000000,65.000000,581.000000,278.000000,1744086630236932
1279,1744086631495812,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.412003,-129.561005,134.533997,177.417999,127.551003,358.963013,128.000000,-642.000000,1939.000000,90.000000,574.000000,301.000000,1744086630236932
1279,1744086631501374,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.419006,-129.567993,134.544998,177.425995,127.556000,358.973999,95.000000,-651.000000,1941.000000,116.000000,570.000000,285.000000,1744086630236932
1279,1744086631505892,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.429001,-129.572006,134.548996,177.432999,127.558998,358.984985,46.000000,-662.000000,1878.000000,124.000000,580.000000,327.000000,1744086630236932
1279,1744086631511568,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.434006,-129.574997,134.552002,177.432999,127.566002,358.996002,13.000000,-678.000000,1847.000000,145.000000,559.000000,273.000000,1744086630236932
1279,1744086631516034,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.442001,-129.582001,134.563004,177.440994,127.570999,359.007996,64.000000,-667.000000,1851.000000,166.000000,544.000000,267.000000,1744086630236932
1279,1744086631521574,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.449005,-129.587006,134.567993,177.444000,127.581001,359.018005,77.000000,-672.000000,1793.000000,182.000000,487.000000,232.000000,1744086630236932
1279,1744086631526112,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.457001,-129.589996,134.574997,177.447998,127.585999,359.035004,105.000000,-677.000000,1807.000000,201.000000,487.000000,210.000000,1744086630236932
1279,1744086631530636,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.462997,-129.597000,134.578003,177.451996,127.595001,359.048004,97.000000,-665.000000,1858.000000,213.000000,452.000000,213.000000,1744086630236932
1279,1744086631536227,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.470993,-129.600998,134.585007,177.455994,127.599998,359.059998,108.000000,-672.000000,1830.000000,232.000000,444.000000,213.000000,1744086630236932
1279,1744086631540726,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.477997,-129.606995,134.589996,177.460007,127.608002,359.075012,116.000000,-676.000000,1902.000000,234.000000,428.000000,105.000000,1744086630236932
1279,1744086631546363,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.490005,-129.613007,134.600006,177.466003,127.613998,359.084991,116.000000,-631.000000,1883.000000,257.000000,404.000000,146.000000,1744086630236932
1279,1744086631550858,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.496002,-129.619995,134.602997,177.470001,127.621002,359.098999,83.000000,-618.000000,1873.000000,264.000000,396.000000,138.000000,1744086630236932
1279,1744086631556391,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.501007,-129.623001,134.608994,177.473999,127.627998,359.109985,104.000000,-624.000000,1833.000000,274.000000,374.000000,162.000000,1744086630236932
1279,1744086631560839,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.509995,-129.628998,134.613998,177.477997,127.639000,359.127014,107.000000,-608.000000,1881.000000,252.000000,349.000000,131.000000,1744086630236932
1279,1744086631566371,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.514008,-129.634003,134.619003,177.483994,127.642998,359.132996,52.000000,-603.000000,1825.000000,268.000000,333.000000,121.000000,1744086630236932
1279,1744086631570914,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.520996,-129.638000,134.626999,177.488998,127.648003,359.147003,67.000000,-593.000000,1739.000000,250.000000,323.000000,113.000000,1744086630236932
1279,1744086631575529,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.526001,-129.643997,134.632996,177.492996,127.657997,359.157990,22.000000,-563.000000,1700.000000,229.000000,321.000000,165.000000,1744086630236932
1279,1744086631581361,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.533005,-129.649002,134.639999,177.498993,127.663002,359.165985,46.000000,-568.000000,1626.000000,237.000000,306.000000,191.000000,1744086630236932
1279,1744086631585823,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.537003,-129.654999,134.645004,177.503006,127.669998,359.170013,21.000000,-541.000000,1638.000000,250.000000,293.000000,208.000000,1744086630236932
1279,1744086631591338,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.542999,-129.660004,134.651001,177.507996,127.674004,359.179993,45.000000,-542.000000,1601.000000,232.000000,292.000000,235.000000,1744086630236932
1279,1744086631595827,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.546997,-129.667007,134.656006,177.514999,127.680000,359.184998,85.000000,-521.000000,1572.000000,233.000000,303.000000,218.000000,1744086630236932
1279,1744086631601373,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.552002,-129.673996,134.666000,177.524002,127.684998,359.192993,128.000000,-486.000000,1533.000000,237.000000,295.000000,228.000000,1744086630236932
1279,1744086631605890,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.554993,-129.677002,134.669998,177.526001,127.689003,359.201996,162.000000,-490.000000,1523.000000,242.000000,306.000000,215.000000,1744086630236932
1279,1744086631611457,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.561996,-129.684006,134.675003,177.533005,127.695000,359.209991,199.000000,-491.000000,1580.000000,297.000000,322.000000,242.000000,1744086630236932
1279,1744086631615947,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.563004,-129.686005,134.677994,177.539001,127.699997,359.221985,207.000000,-513.000000,1566.000000,289.000000,310.000000,199.000000,1744086630236932
1279,1744086631621504,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.563004,-129.686005,134.677994,177.539001,127.699997,359.221985,207.000000,-513.000000,1566.000000,289.000000,310.000000,199.000000,1744086630236932
1279,1744086631625996,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,177.567001,-129.690002,134.682007,177.541000,127.705002,359.231995,235.000000,-513.000000,1642.000000,318.000000,314.000000,150.000000,1744086630236932
