point_index,timestamp_us,plan_pos_0,plan_pos_1,plan_pos_2,plan_pos_3,plan_pos_4,plan_pos_5,actual_pos_0,actual_pos_1,actual_pos_2,actual_pos_3,actual_pos_4,actual_pos_5,current_0,current_1,current_2,current_3,current_4,current_5,canfd_call_timestamp_us
1022,1744086629680429,151.016006,-109.165001,113.489998,151.016006,107.436996,317.937988,126.237999,-91.539001,95.043999,126.123001,90.107002,263.160004,-271.000000,-664.000000,1981.000000,259.000000,418.000000,1092.000000,1744086629680155
1024,1744086629684984,151.339005,-109.396004,113.730003,151.339005,107.664001,318.645996,126.734001,-91.866997,95.425003,126.646004,90.417000,264.028015,285.000000,-749.000000,1887.000000,159.000000,563.000000,642.000000,1744086629684482
1026,1744086629690572,151.662994,-109.625999,113.970001,151.662994,107.890999,319.351990,127.014000,-92.091003,95.651001,126.935997,90.603996,264.726990,-205.000000,-787.000000,2046.000000,11.000000,400.000000,583.000000,1744086629688812
1028,1744086629695134,151.985992,-109.856003,114.209999,151.985992,108.116997,320.056000,127.427002,-92.410004,95.976997,127.331001,90.899002,265.669006,-359.000000,-628.000000,1850.000000,-12.000000,470.000000,647.000000,1744086629693147
1031,1744086629699690,152.472000,-110.202003,114.570000,152.472000,108.457001,321.108002,127.796997,-92.642998,96.233002,127.688004,91.248001,266.481995,-229.000000,-468.000000,1768.000000,172.000000,563.000000,1063.000000,1744086629699673
1034,1744086629707364,152.957001,-110.547997,114.930000,152.957001,108.796997,322.153992,128.330994,-92.973000,96.583000,128.255005,91.528999,267.334015,822.000000,-1258.000000,2238.000000,298.000000,508.000000,1120.000000,1744086629706141
1036,1744086629711787,153.281006,-110.778000,115.169998,153.281006,109.024002,322.846985,128.604004,-93.156998,96.824997,128.574005,91.672997,267.967010,70.000000,-894.000000,1770.000000,-28.000000,336.000000,924.000000,1744086629710473
1039,1744086629717278,153.766006,-111.124001,115.529999,153.766006,109.363998,323.881989,129.365005,-93.765999,97.440002,129.350006,92.202003,269.602997,-213.000000,-631.000000,1859.000000,226.000000,560.000000,645.000000,1744086629716978
1041,1744086629721807,154.089996,-111.353996,115.769997,154.089996,109.591003,324.567993,129.365005,-93.765999,97.440002,129.350006,92.202003,269.602997,-213.000000,-631.000000,1859.000000,226.000000,560.000000,645.000000,1744086629721310
1043,1744086629727404,154.412994,-111.584999,116.010002,154.412994,109.817001,325.251007,130.059998,-94.241997,97.946999,129.970001,92.792999,271.597992,408.000000,-1081.000000,2415.000000,353.000000,406.000000,782.000000,1744086629725671
1046,1744086629733029,154.899002,-111.931000,116.370003,154.899002,110.156998,326.268005,130.494995,-94.572998,98.236000,130.427994,93.066002,272.597992,-275.000000,-549.000000,1583.000000,130.000000,448.000000,671.000000,1744086629732170
1048,1744086629737555,155.222000,-112.161003,116.610001,155.222000,110.384003,326.941010,130.936005,-94.882004,98.552002,130.899994,93.390999,273.278992,-321.000000,-389.000000,2232.000000,-29.000000,474.000000,528.000000,1744086629736522
1051,1744086629743096,155.707993,-112.507004,116.970001,155.707993,110.723999,327.944000,131.322998,-95.137001,98.825996,131.274994,93.563004,274.095001,-247.000000,-608.000000,2359.000000,-120.000000,416.000000,632.000000,1744086629743042
1053,1744086629747522,156.031006,-112.737000,117.209999,156.031006,110.949997,328.606995,131.606003,-95.331001,99.055000,131.559006,93.941002,275.002014,552.000000,-1405.000000,2489.000000,501.000000,620.000000,1160.000000,1744086629747378
1056,1744086629755133,156.516998,-113.083000,117.570000,156.516998,111.290001,329.593994,132.065002,-95.648003,99.400002,131.927994,94.186996,276.020996,248.000000,-913.000000,1928.000000,61.000000,379.000000,695.000000,1744086629753890
1058,1744086629758490,156.839996,-113.313004,117.809998,156.839996,111.516998,330.246002,132.065002,-95.648003,99.400002,131.927994,94.186996,276.020996,248.000000,-913.000000,1928.000000,61.000000,379.000000,695.000000,1744086629758189
1060,1744086629764110,157.164001,-113.543999,118.050003,157.164001,111.744003,330.893005,132.770996,-96.181999,99.968002,132.697998,94.663002,277.647003,-259.000000,-633.000000,1781.000000,28.000000,298.000000,487.000000,1744086629762524
1062,1744086629768619,157.488007,-113.774002,118.290001,157.488007,111.970001,331.535004,133.162994,-96.434998,100.228996,133.078003,95.018997,278.490997,-133.000000,-598.000000,2188.000000,151.000000,668.000000,1113.000000,1744086629766860
1065,1744086629774207,157.973007,-114.120003,118.650002,157.973007,112.309998,332.489990,133.649994,-96.737000,100.538002,133.535995,95.300003,279.501007,603.000000,-1121.000000,2629.000000,288.000000,459.000000,786.000000,1744086629773420
1067,1744086629779872,158.296997,-114.349998,118.889999,158.296997,112.537003,333.118988,134.089996,-97.035004,100.869003,133.966995,95.456001,280.144989,-211.000000,-1054.000000,1520.000000,210.000000,355.000000,660.000000,1744086629777737
1070,1744086629785455,158.781998,-114.695999,119.250000,158.781998,112.876999,334.053009,134.324997,-97.277000,101.097000,134.263000,95.795998,281.096985,-195.000000,-968.000000,1742.000000,292.000000,769.000000,535.000000,1744086629784250
1072,1744086629789937,159.106003,-114.926003,119.489998,159.106003,113.103996,334.667999,134.755005,-97.600998,101.439003,134.688004,96.025002,281.744995,-160.000000,-834.000000,2328.000000,-22.000000,487.000000,703.000000,1744086629788586
1075,1744086629795541,159.591003,-115.272003,119.849998,159.591003,113.444000,335.580994,135.123993,-97.847000,101.713997,135.085999,96.408997,282.906006,226.000000,-918.000000,1725.000000,347.000000,486.000000,992.000000,1744086629795130
1077,1744086629801138,159.914993,-115.501999,120.089996,159.914993,113.669998,336.181000,135.421997,-98.051003,101.925003,135.345993,96.568001,283.557007,761.000000,-1070.000000,2282.000000,462.000000,296.000000,874.000000,1744086629799488
1080,1744086629806760,160.399994,-115.848000,120.449997,160.399994,114.010002,337.070007,135.848007,-98.371002,102.252998,135.817001,96.836998,284.566010,0.000000,-690.000000,2297.000000,-92.000000,678.000000,712.000000,1744086629805984
1082,1744086629812327,160.723999,-116.079002,120.690002,160.723999,114.237000,337.654999,136.276993,-98.698997,102.555000,136.209000,97.010002,285.227997,-347.000000,-809.000000,2523.000000,-69.000000,273.000000,652.000000,1744086629810234
1085,1744086629816844,161.209000,-116.424004,121.050003,161.209000,114.577003,338.519012,136.654007,-98.970001,102.821999,136.399994,97.286003,286.000000,67.000000,-766.000000,1855.000000,138.000000,583.000000,672.000000,1744086629816727
1087,1744086629822388,161.531998,-116.654999,121.289001,161.531998,114.803001,339.087006,137.063995,-99.209000,103.081001,136.947998,97.510002,286.658997,576.000000,-1085.000000,2265.000000,332.000000,545.000000,1185.000000,1744086629821075
1090,1744086629827937,162.018005,-117.000000,121.649002,162.018005,115.142998,339.924988,137.487000,-99.503998,103.425003,137.259995,97.855003,287.868988,6.000000,-722.000000,1811.000000,71.000000,369.000000,772.000000,1744086629827597
1092,1744086629833531,162.341003,-117.231003,121.889000,162.341003,115.370003,340.475006,137.755997,-99.738998,103.670998,137.686005,98.220001,288.720001,-274.000000,-835.000000,1992.000000,195.000000,651.000000,570.000000,1744086629831949
1094,1744086629838074,162.664993,-117.460999,122.128998,162.664993,115.597000,341.016998,138.195007,-100.061996,103.982002,138.113007,98.554001,289.700989,-284.000000,-666.000000,2465.000000,112.000000,297.000000,618.000000,1744086629836253
1096,1744086629842562,162.988998,-117.692001,122.369003,162.988998,115.822998,341.552002,138.580994,-100.308998,104.255997,138.438004,98.717003,290.181000,-175.000000,-291.000000,2542.000000,130.000000,385.000000,621.000000,1744086629840568
1100,1744086629849255,163.636002,-118.153000,122.848999,163.636002,116.277000,342.596985,138.975006,-100.566002,104.522003,138.770996,99.004997,291.334015,882.000000,-1136.000000,2912.000000,817.000000,686.000000,834.000000,1744086629849252
1102,1744086629853706,163.959000,-118.383003,123.088997,163.959000,116.502998,343.108002,139.408997,-100.863998,104.852997,139.272995,99.209999,291.968994,5.000000,-963.000000,1448.000000,25.000000,415.000000,763.000000,1744086629853586
1104,1744086629859219,164.283005,-118.613998,123.329002,164.283005,116.730003,343.610992,139.794998,-101.157997,105.158997,139.738998,99.503998,292.903015,-213.000000,-1174.000000,1779.000000,20.000000,449.000000,589.000000,1744086629857924
1106,1744086629863660,164.604996,-118.844002,123.569000,164.604996,116.957001,344.105988,140.063004,-101.378998,105.386002,140.011993,99.702003,293.472992,-320.000000,-1019.000000,2203.000000,59.000000,516.000000,647.000000,1744086629862234
1109,1744086629869293,165.089005,-119.190002,123.929001,165.089005,117.296997,344.833008,140.505005,-101.667000,105.703003,140.440994,100.042000,294.445007,810.000000,-1305.000000,2436.000000,542.000000,684.000000,1082.000000,1744086629868745
1111,1744086629873793,165.410004,-119.419998,124.168999,165.410004,117.523003,345.308014,140.796005,-101.870003,105.920998,140.722000,100.349998,295.397003,560.000000,-1048.000000,2226.000000,94.000000,347.000000,740.000000,1744086629873105
1113,1744086629879349,165.729996,-119.651001,124.408997,165.729996,117.750000,345.774994,141.197998,-102.220001,106.238998,141.151001,100.558998,296.026001,-291.000000,-720.000000,2430.000000,89.000000,303.000000,653.000000,1744086629877443
1115,1744086629883860,166.048996,-119.880997,124.649002,166.048996,117.976997,346.234009,141.473999,-102.460999,106.463997,141.457993,100.847000,296.964996,-234.000000,-751.000000,2249.000000,6.000000,555.000000,503.000000,1744086629881718
1118,1744086629889406,166.524994,-120.226997,125.009003,166.524994,118.317001,346.907013,142.022003,-102.810997,106.675003,141.761993,101.122002,297.777008,-50.000000,-530.000000,1950.000000,23.000000,526.000000,536.000000,1744086629888236
1121,1744086629894857,166.996994,-120.571999,125.369003,166.996994,118.656998,347.562988,142.358994,-102.984001,107.064003,142.268005,101.376999,298.692993,691.000000,-1298.000000,2750.000000,624.000000,670.000000,1131.000000,1744086629894748
1123,1744086629900302,167.309998,-120.803001,125.609001,167.309998,118.883003,347.989014,142.778000,-103.297997,107.383003,142.677994,101.666000,299.523987,147.000000,-922.000000,1304.000000,168.000000,647.000000,779.000000,1744086629899078
1125,1744086629904704,167.621002,-121.032997,125.848999,167.621002,119.110001,348.407990,143.052002,-103.505997,107.580002,142.951996,101.875999,300.149994,-92.000000,-955.000000,2092.000000,131.000000,565.000000,518.000000,1744086629903413
1128,1744086629910147,168.082993,-121.378998,126.209000,168.082993,119.449997,349.022003,143.550995,-103.891998,107.859001,143.311996,102.152000,300.940002,-1.000000,-860.000000,2920.000000,213.000000,508.000000,625.000000,1744086629909914
1130,1744086629914523,168.389008,-121.609001,126.447998,168.389008,119.676003,349.420990,143.951004,-104.143997,108.274002,143.828003,102.440002,301.713013,1112.000000,-1129.000000,2466.000000,450.000000,782.000000,992.000000,1744086629914218
1133,1744086629921186,168.841995,-121.954002,126.806000,168.841995,120.015999,350.003998,144.434006,-104.422997,108.470001,144.143997,102.772003,302.652008,310.000000,-896.000000,1967.000000,168.000000,350.000000,665.000000,1744086629920744
1135,1744086629925658,169.141006,-122.183998,127.043999,169.141006,120.241997,350.382996,144.735992,-104.651001,108.797997,144.628006,102.981003,303.269012,-26.000000,-941.000000,1404.000000,62.000000,411.000000,585.000000,1744086629925092
1137,1744086629931228,169.436996,-122.413002,127.280998,169.436996,120.467003,350.753998,145.166000,-104.982002,109.139999,144.912994,103.286003,304.161011,-125.000000,-1164.000000,2331.000000,129.000000,522.000000,623.000000,1744086629929442
1139,1744086629935754,169.729996,-122.640999,127.516998,169.729996,120.692001,351.117004,145.513000,-105.233002,109.392998,145.393997,103.555000,304.950012,-73.000000,-601.000000,2108.000000,78.000000,635.000000,490.000000,1744086629933776
1142,1744086629941340,170.162994,-122.981003,127.869003,170.162994,121.028000,351.645996,146.024002,-105.538002,109.709999,145.677002,103.899002,305.776001,779.000000,-1034.000000,2625.000000,643.000000,670.000000,956.000000,1744086629940599
1144,1744086629946822,170.447998,-123.206001,128.100998,170.447998,121.250000,351.989014,146.348007,-105.744003,109.947998,146.156006,104.130997,306.670013,277.000000,-625.000000,2475.000000,28.000000,296.000000,590.000000,1744086629944872
1147,1744086629952311,170.867996,-123.541000,128.447006,170.867996,121.581001,352.488007,146.779999,-106.067001,110.260002,146.442001,104.262001,307.226990,-73.000000,-1231.000000,1900.000000,1.000000,417.000000,591.000000,1744086629951266
1149,1744086629956745,171.143005,-123.763000,128.675003,171.143005,121.800003,352.811005,147.056000,-106.297997,110.482002,146.897995,104.654999,308.092987,-219.000000,-997.000000,2376.000000,72.000000,951.000000,583.000000,1744086629955548
1152,1744086629962202,171.548004,-124.092003,129.014008,171.548004,122.125000,353.279999,147.542999,-106.655998,110.887001,147.218002,104.949997,308.802002,698.000000,-1272.000000,2940.000000,324.000000,272.000000,818.000000,1744086629962024
1155,1744086629968691,171.944000,-124.416000,129.347000,171.944000,122.445000,353.731995,147.733002,-106.779999,111.057999,147.528000,105.197998,309.466003,899.000000,-1398.000000,2246.000000,662.000000,500.000000,673.000000,1744086629968580
1157,1744086629974137,172.201996,-124.629997,129.567001,172.201996,122.655998,354.023010,148.171997,-107.085999,111.379997,148.026993,105.483002,310.351990,401.000000,-779.000000,1824.000000,315.000000,379.000000,551.000000,1744086629972904
1159,1744086629978520,172.455994,-124.841003,129.783005,172.455994,122.864998,354.304993,148.580002,-107.417999,111.704002,148.479996,105.663002,310.893005,-83.000000,-821.000000,2502.000000,-100.000000,575.000000,508.000000,1744086629977251
1162,1744086629984011,172.826996,-125.153000,130.102997,172.826996,123.174004,354.714996,148.850006,-107.641998,111.888000,148.789993,106.000999,311.895996,-121.000000,-826.000000,2395.000000,79.000000,385.000000,501.000000,1744086629983742
1164,1744086629989537,173.067993,-125.357002,130.311996,173.067993,123.375999,354.977997,149.298996,-107.960999,112.232002,149.214005,106.291000,312.591003,615.000000,-1112.000000,2784.000000,412.000000,736.000000,703.000000,1744086629988091
1166,1744086629994032,173.304993,-125.557999,130.518005,173.304993,123.575996,355.233002,149.779007,-108.267998,112.581001,149.619995,106.581001,313.394989,427.000000,-877.000000,1799.000000,28.000000,219.000000,568.000000,1744086629992406
1168,1744086629998529,173.535004,-125.757004,130.720993,173.535004,123.772003,355.479004,150.070999,-108.454002,112.800003,149.923004,106.806000,313.929993,94.000000,-1102.000000,1713.000000,221.000000,610.000000,614.000000,1744086629996741
1171,1744086630004160,173.871002,-126.047997,131.018005,173.871002,124.060997,355.834991,150.524002,-108.851997,113.116997,150.371002,107.082001,314.398987,-194.000000,-951.000000,2195.000000,-100.000000,732.000000,387.000000,1744086630003168
1173,1744086630008634,174.087006,-126.237999,131.212006,174.087006,124.249001,356.062012,150.824005,-109.070000,113.373001,150.748001,107.447998,315.291992,656.000000,-1427.000000,3315.000000,467.000000,488.000000,542.000000,1744086630007511
1176,1744086630014157,174.401001,-126.515999,131.494995,174.401001,124.525002,356.386993,151.313004,-109.374001,113.718002,151.212997,107.711998,316.104004,265.000000,-598.000000,2542.000000,209.000000,527.000000,587.000000,1744086630014005
1178,1744086630019649,174.602005,-126.695999,131.677994,174.602005,124.704002,356.593994,151.623001,-109.584999,113.920998,151.501007,107.902000,316.619995,254.000000,-874.000000,1713.000000,414.000000,489.000000,583.000000,1744086630018332
1181,1744086630025115,174.891998,-126.959000,131.945007,174.891998,124.964996,356.889008,152.031006,-109.892998,114.223000,151.921005,108.161003,317.351990,-149.000000,-1007.000000,1681.000000,171.000000,444.000000,548.000000,1744086630024857
1183,1744086630029508,175.078003,-127.127998,132.117004,175.078003,125.133003,357.075989,152.431000,-110.218002,114.564003,152.354004,108.348000,317.877991,-114.000000,-1233.000000,2838.000000,239.000000,596.000000,644.000000,1744086630029187
1185,1744086630035017,175.255997,-127.293999,132.285004,175.255997,125.297997,357.256012,152.751999,-110.432999,114.807999,152.645004,108.785004,318.710999,278.000000,-1070.000000,2895.000000,242.000000,652.000000,540.000000,1744086630033513
1188,1744086630040604,175.511002,-127.532997,132.526993,175.511002,125.536003,357.510986,153.158005,-110.665001,115.094002,152.979004,109.042999,319.203003,644.000000,-877.000000,2092.000000,309.000000,419.000000,675.000000,1744086630040029
1190,1744086630045108,175.671997,-127.685997,132.682007,175.671997,125.688004,357.671997,153.643005,-110.971001,115.425003,153.462997,109.252998,319.894012,-26.000000,-824.000000,2393.000000,66.000000,317.000000,556.000000,1744086630044338
1192,1744086630049570,175.826004,-127.834000,132.830994,175.826004,125.835999,357.825989,154.061005,-111.314003,115.746002,153.858994,109.471001,320.386993,-157.000000,-1124.000000,2356.000000,14.000000,477.000000,431.000000,1744086630048672
1194,1744086630055164,175.973007,-127.976997,132.975006,175.973007,125.978996,357.972992,154.466995,-111.638000,116.063004,154.115997,109.819000,321.122986,-24.000000,-1297.000000,2351.000000,52.000000,692.000000,545.000000,1744086630052998
1197,1744086630059616,176.181000,-128.182007,133.181000,176.181000,126.182999,358.181000,154.686005,-111.763000,116.232002,154.470993,110.072998,321.703003,569.000000,-1420.000000,2615.000000,422.000000,686.000000,534.000000,1744086630059522
1200,1744086630066210,176.373993,-128.373993,133.373993,176.373993,126.374001,358.373993,155.093002,-112.084999,116.569000,154.891998,110.364998,322.319000,81.000000,-996.000000,1382.000000,103.000000,482.000000,620.000000,1744086630065980
1202,1744086630070657,176.494995,-128.494995,133.494995,176.494995,126.495003,358.494995,155.475006,-112.388000,116.872002,155.337997,110.538002,322.786011,-25.000000,-887.000000,2167.000000,-31.000000,344.000000,548.000000,1744086630070305
1204,1744086630076234,176.608994,-128.608994,133.608994,176.608994,126.609001,358.609009,155.848999,-112.725998,117.195000,155.753006,110.862000,323.471008,57.000000,-749.000000,3427.000000,105.000000,687.000000,561.000000,1744086630074653
1206,1744086630080723,176.718002,-128.718002,133.718002,176.718002,126.718002,358.717987,156.115005,-112.938004,117.428001,156.016006,111.228996,324.110992,128.000000,-634.000000,3462.000000,392.000000,618.000000,327.000000,1744086630079002
1209,1744086630086290,176.869995,-128.869995,133.869995,176.869995,126.870003,358.869995,156.490005,-113.167999,117.685997,156.334000,111.464996,324.688995,297.000000,-967.000000,2392.000000,240.000000,356.000000,464.000000,1744086630085503
1211,1744086630091902,176.964996,-128.964996,133.964996,176.964996,126.964996,358.964996,156.929993,-113.460999,118.009003,156.768005,111.638000,325.114014,44.000000,-882.000000,1504.000000,444.000000,392.000000,556.000000,1744086630089833
1214,1744086630097479,177.095993,-129.095993,134.095993,177.095993,127.096001,359.096008,157.324997,-113.766998,118.325996,157.192001,111.969002,325.759003,111.000000,-1551.000000,1582.000000,20.000000,804.000000,554.000000,1744086630096308
1216,1744086630101962,177.177002,-129.177002,134.177002,177.177002,127.177002,359.177002,157.546005,-113.990997,118.525002,157.431000,112.141998,326.122009,262.000000,-1624.000000,2160.000000,224.000000,705.000000,440.000000,1744086630100626
1219,1744086630107488,177.289993,-129.289993,134.289993,177.289993,127.290001,359.290009,157.957993,-114.303001,118.829002,157.643997,112.466003,326.726013,92.000000,-797.000000,2686.000000,200.000000,670.000000,497.000000,1744086630107138
1221,1744086630113110,177.358994,-129.358994,134.358994,177.358994,127.359001,359.359009,158.257004,-114.515999,119.054001,158.102005,112.733002,327.363007,-217.000000,-497.000000,2719.000000,-14.000000,194.000000,528.000000,1744086630111479
1223,1744086630117625,177.423004,-129.423004,134.423004,177.423004,127.422997,359.423004,158.684998,-114.801003,119.355003,158.449997,112.970001,327.964996,-258.000000,-600.000000,2392.000000,16.000000,405.000000,606.000000,1744086630115815
1226,1744086630123217,177.511993,-129.511993,134.511993,177.511993,127.512001,359.511993,158.945007,-114.990997,119.557999,158.692001,113.149002,328.355988,121.000000,-942.000000,1949.000000,208.000000,479.000000,578.000000,1744086630122254
1228,1744086630127746,177.565002,-129.565002,134.565002,177.565002,127.565002,359.565002,159.384995,-115.352997,119.936996,158.973999,113.419998,328.812012,11.000000,-1059.000000,2735.000000,210.000000,658.000000,625.000000,1744086630126600
1231,1744086630133237,177.638000,-129.638000,134.638000,177.638000,127.638000,359.638000,159.643005,-115.524002,120.161003,159.429001,113.764000,329.355988,91.000000,-1453.000000,2106.000000,-24.000000,702.000000,288.000000,1744086630133114
1233,1744086630138737,177.681000,-129.681000,134.681000,177.681000,127.681000,359.681000,159.979996,-115.802002,120.466003,159.779007,113.996002,329.747009,-25.000000,-999.000000,1426.000000,27.000000,498.000000,395.000000,1744086630137442
1236,1744086630144224,177.740005,-129.740005,134.740005,177.740005,127.739998,359.739990,160.227997,-116.008003,120.639999,160.028000,114.259003,330.296997,-61.000000,-734.000000,1226.000000,357.000000,400.000000,495.000000,1744086630143910
1238,1744086630148679,177.774994,-129.774994,134.774994,177.774994,127.775002,359.774994,160.589005,-116.301003,120.872002,160.363998,114.522003,330.804993,307.000000,-689.000000,2276.000000,337.000000,525.000000,578.000000,1744086630148204
1240,1744086630154251,177.806000,-129.806000,134.806000,177.806000,127.806000,359.806000,160.940994,-116.602997,121.166000,160.679001,114.717003,331.148010,40.000000,-634.000000,3055.000000,199.000000,482.000000,374.000000,1744086630152526
1243,1744086630159826,177.848007,-129.848007,134.848007,177.848007,127.848000,359.847992,161.207001,-116.822998,121.438004,160.975006,114.931999,331.593994,-188.000000,-683.000000,2202.000000,141.000000,371.000000,402.000000,1744086630158991
1245,1744086630164261,177.871994,-129.871994,134.871994,177.871994,127.872002,359.872009,161.386002,-117.000999,121.635002,161.173996,115.153000,332.078003,-153.000000,-616.000000,2018.000000,260.000000,418.000000,526.000000,1744086630163283
1247,1744086630168740,177.893997,-129.893997,134.893997,177.893997,127.893997,359.894012,161.699997,-117.259003,121.897003,161.544998,115.415001,332.571014,-189.000000,-1013.000000,2153.000000,-37.000000,456.000000,542.000000,1744086630167545
1250,1744086630174215,177.921005,-129.921005,134.921005,177.921005,127.920998,359.920990,161.912994,-117.438004,122.088997,161.738007,115.630997,332.976990,-14.000000,-947.000000,2383.000000,156.000000,508.000000,406.000000,1744086630174007
1252,1744086630178635,177.936005,-129.936005,134.936005,177.936005,127.935997,359.936005,162.268997,-117.740997,122.417000,162.158005,115.918999,333.450989,-222.000000,-658.000000,1399.000000,248.000000,510.000000,257.000000,1744086630178334
1254,1744086630184199,177.949997,-129.949997,134.949997,177.949997,127.949997,359.950012,162.570007,-118.001999,122.652000,162.468994,116.181000,333.769989,256.000000,-708.000000,1551.000000,55.000000,364.000000,494.000000,1744086630182660
1256,1744086630188667,177.960999,-129.960999,134.960999,177.960999,127.960999,359.960999,162.768997,-118.167000,122.820999,162.669006,116.345001,334.237000,126.000000,-603.000000,1748.000000,268.000000,248.000000,525.000000,1744086630186964
1259,1744086630194219,177.973999,-129.973999,134.973999,177.973999,127.973999,359.973999,163.069000,-118.391998,123.053001,162.949997,116.504997,334.553986,9.000000,-678.000000,1877.000000,37.000000,607.000000,587.000000,1744086630193490
1261,1744086630198679,177.981003,-129.981003,134.981003,177.981003,127.981003,359.980988,163.356995,-118.622002,123.306999,163.242996,116.732002,335.000000,-730.000000,-448.000000,2426.000000,-344.000000,121.000000,239.000000,1744086630197791
1263,1744086630204309,177.987000,-129.987000,134.987000,177.987000,127.987000,359.987000,163.520996,-118.794998,123.467003,163.395004,116.936996,335.380005,-507.000000,-725.000000,1872.000000,300.000000,578.000000,371.000000,1744086630202093
1266,1744086630209864,177.992996,-129.992996,134.992996,177.992996,127.992996,359.993011,163.520996,-118.794998,123.467003,163.395004,116.936996,335.380005,-507.000000,-725.000000,1872.000000,300.000000,578.000000,371.000000,1744086630208739
1269,1744086630215331,177.996994,-129.996994,134.996994,177.996994,127.997002,359.997009,163.966003,-119.182999,123.857002,163.843994,117.265999,336.085999,420.000000,-912.000000,1977.000000,587.000000,375.000000,439.000000,1744086630215260
1271,1744086630219721,177.998001,-129.998001,134.998001,177.998001,127.998001,359.997986,164.347000,-119.403000,124.075996,164.123993,117.538002,336.490997,262.000000,-736.000000,1988.000000,-49.000000,532.000000,549.000000,1744086630219576
1273,1744086630225190,177.998993,-129.998993,134.998993,177.998993,127.999001,359.998993,164.533005,-119.609001,124.303001,164.406998,117.678001,336.769989,-436.000000,-48.000000,1416.000000,105.000000,35.000000,64.000000,1744086630223919
1276,1744086630230642,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,164.789001,-119.800003,124.528000,164.654007,117.858002,337.148010,-183.000000,-512.000000,1706.000000,-55.000000,419.000000,478.000000,1744086630230433
1278,1744086630235036,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,164.789001,-119.800003,124.528000,164.654007,117.858002,337.148010,-183.000000,-512.000000,1706.000000,-55.000000,419.000000,478.000000,1744086630234763
1279,1744086630240497,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,164.925995,-119.924004,124.653000,164.779007,118.101997,337.475006,-216.000000,-616.000000,1661.000000,418.000000,431.000000,308.000000,1744086630236932
1279,1744086630245036,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,165.156006,-120.112000,124.832001,165.011002,118.302002,337.838989,-213.000000,-830.000000,2266.000000,-45.000000,447.000000,407.000000,1744086630236932
1279,1744086630250624,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,165.320007,-120.238998,124.970001,165.119003,118.445999,338.122009,-17.000000,-925.000000,1980.000000,533.000000,378.000000,387.000000,1744086630236932
1279,1744086630255166,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,165.582993,-120.458000,125.152000,165.417007,118.578003,338.412994,-387.000000,-444.000000,913.000000,-143.000000,339.000000,216.000000,1744086630236932
1279,1744086630259700,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,165.815002,-120.584000,125.261002,165.529007,118.745003,338.774994,274.000000,-354.000000,1333.000000,489.000000,685.000000,328.000000,1744086630236932
1279,1744086630265318,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,165.975006,-120.753998,125.425003,165.779007,118.844002,339.006012,445.000000,-881.000000,2249.000000,95.000000,404.000000,540.000000,1744086630236932
1279,1744086630269752,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.128006,-120.866997,125.536003,165.899994,119.004997,339.294006,428.000000,-570.000000,2411.000000,-64.000000,458.000000,189.000000,1744086630236932
1279,1744086630275245,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.397003,-121.040001,125.754997,166.143997,119.123001,339.576996,-526.000000,-145.000000,1571.000000,38.000000,164.000000,209.000000,1744086630236932
1279,1744086630279691,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.518997,-121.149002,125.863998,166.279007,119.199997,339.781006,-502.000000,-330.000000,1606.000000,-358.000000,303.000000,374.000000,1744086630236932
1279,1744086630285279,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.681000,-121.283997,125.998001,166.447998,119.329002,340.080994,-162.000000,-382.000000,1993.000000,409.000000,329.000000,429.000000,1744086630236932
1279,1744086630289743,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.837997,-121.366997,126.100998,166.572006,119.450996,340.423004,1.000000,-745.000000,1977.000000,100.000000,430.000000,272.000000,1744086630236932
1279,1744086630295303,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,166.964005,-121.521004,126.289001,166.804993,119.559998,340.667999,-30.000000,-479.000000,1377.000000,68.000000,397.000000,356.000000,1744086630236932
1279,1744086630299798,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,167.074005,-121.621002,126.400002,166.901001,119.710999,340.898010,83.000000,-871.000000,1717.000000,386.000000,389.000000,391.000000,1744086630236932
1279,1744086630305359,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,167.169006,-121.706001,126.488998,167.003998,119.796997,341.203003,413.000000,-814.000000,1651.000000,43.000000,315.000000,183.000000,1744086630236932
1279,1744086630309905,178.000000,-130.000000,135.000000,178.000000,128.000000,360.000000,167.328995,-121.867996,126.638000,167.195007,119.907997,341.382996,311.000000,-875.000000,1975.000000,139.000000,552.000000,594.000000,1744086630236932
